,embeddings
827,"[-0.27402094  0.2902968  -1.0331568  -0.478773    2.4436858  -0.24344452
  0.07742113 -1.0062346   0.5966212  -0.3723952 ]"
828,"[-0.27460578 -0.16978763  1.0567887  -1.1031654  -1.2380525  -0.60463524
  0.17547385  1.3585737  -0.71105814  1.5104678 ]"
829,"[-0.32301003 -0.16387407  1.1389923  -1.0610591  -1.2017868  -0.70536363
  0.12361623  1.5147253  -0.6521998   1.3299593 ]"
830,"[-0.22393832 -0.1672808   1.0170753  -1.1312615  -1.2728841  -0.4679775
  0.19126979  1.2513859  -0.790459    1.5940702 ]"
831,"[-0.79252195 -0.05081433  1.1624832  -0.60530746 -1.6523654  -0.17830981
 -0.8499936   1.2803674   1.0729591   0.6135036 ]"
832,"[ 0.2762376   0.5379004  -1.062474    0.07689396  1.966023   -0.8489447
  0.52294725 -1.209306    0.62671155 -0.88598895]"
833,"[-0.2499191  -0.16575669  1.0891285  -1.1251587  -1.354926   -0.21443385
  0.10825218  1.2964112  -0.85233754  1.46874   ]"
834,"[-0.23172337 -0.1669584   0.86064833 -1.1390972  -1.3479371  -0.26396567
  0.17416191  1.1084341  -0.7672428   1.7736796 ]"
835,"[-0.00286949  0.37588766 -0.88069063 -0.5600763   0.19725597 -0.37046927
  0.06780852 -0.8698313   2.5618079  -0.5188231 ]"
836,"[-0.19765761 -0.143891    0.69495285 -0.86871755 -1.4802561   1.1099228
 -0.07438089  0.26688722 -1.0610038   1.7541438 ]"
837,"[-0.32020918 -0.162386    1.2101022  -1.0604224  -1.2429453  -0.5409797
  0.07817825  1.5507947  -0.7344832   1.2223507 ]"
838,"[-1.9464427e-01 -1.7491829e-01  9.6056956e-01 -1.1071241e+00
 -1.3451625e+00  1.3543451e-03  1.7908566e-01  1.0294044e+00
 -1.0288495e+00  1.6802858e+00]"
839,"[-0.25206548 -0.16893177  1.0455565  -1.1174997  -1.2970583  -0.30767098
  0.1636513   1.2341261  -0.87360203  1.573493  ]"
840,"[-0.43716308  0.38336816 -1.1544427  -0.54403394  1.4624821   0.6248923
 -0.23049995 -1.115202    1.6664199  -0.65582085]"
841,"[-0.77482057 -0.06354138  1.4828827  -0.4260012  -1.8067466   0.6862785
 -0.96330315  0.7520159   0.26786575  0.84537125]"
842,"[-0.30265573  0.34969744 -1.0332199  -0.2914784   1.9224738  -0.37318122
 -0.10547277 -0.9932803   1.5223073  -0.69519013]"
843,"[-0.35128114 -0.16829436  1.31063    -1.0034103  -1.3616828  -0.36419228
 -0.06688949  1.6305373  -0.6504424   1.0250258 ]"
844,"[-0.2250254  -0.17327163  1.0334027  -1.1226851  -1.2875619  -0.24724907
  0.18350382  1.218425   -0.947014    1.5674759 ]"
845,"[-0.536023   -0.02666736  0.11546451 -0.7444604  -0.7356098  -0.86493146
 -0.24015866  1.004999    2.3797717  -0.35238445]"
846,"[-0.26791072  0.4012605  -1.0765631  -0.4404761   1.519543   -0.3546259
 -0.04941672 -1.0280864   1.8890781  -0.59280264]"
847,"[-0.20687792 -0.1760131   1.0009409  -1.1153401  -1.3050115  -0.15665191
  0.18932354  1.1633289  -0.9968066   1.6031092 ]"
848,"[-0.21243724 -0.16403739  1.0238024  -1.1606843  -1.3459003  -0.18450342
  0.1528213   1.2226511  -0.87944174  1.5477291 ]"
849,"[-0.21118471 -0.17039391  0.97638804 -1.1015581  -1.3076885  -0.16332997
  0.18424292  1.1164072  -0.98683244  1.6639498 ]"
850,"[-0.2803845  -0.16509233  0.9850879  -1.1145738  -1.2377278  -0.60533947
  0.19168726  1.310488   -0.68433636  1.6001909 ]"
851,"[-0.46750024 -0.47287646  0.06306879  2.7138956  -0.41880897 -0.46665725
 -0.49687225  0.4106316  -0.48696116 -0.3779194 ]"
852,"[-0.26850513 -0.1721029   1.1127636  -1.0985181  -1.2397374  -0.5045199
  0.1567637   1.4158161  -0.8086526   1.4066919 ]"
853,"[-0.39346355 -0.12081445  0.78849626 -1.2058358  -1.657946    0.33427572
 -0.0898248   0.9174629  -0.2925048   1.7201548 ]"
854,"[-0.5402745  -0.5898466   0.6457848   2.31254    -0.6001822  -0.5404009
 -0.62868154  0.9947589  -0.56639504 -0.48730293]"
855,"[-0.136197    0.34706485 -1.0435203  -0.6493069   0.588967    1.0108906
 -0.29022187 -1.0894868   2.0299027  -0.7680918 ]"
856,"[-0.44745243 -0.04251333  0.07542559 -0.92592174 -0.9376488  -0.9652813
 -0.17816399  1.424709    2.01547    -0.01862295]"
857,"[-0.19943051 -0.17340563  1.0460249  -1.116394   -1.3011769  -0.23988661
  0.17631502  1.2133452  -0.95947236  1.5540806 ]"
858,"[-0.27449813 -0.17359173  1.1089567  -1.0749086  -1.2842911  -0.36929467
  0.12861927  1.3276628  -0.8685106   1.4798577 ]"
859,"[-0.23617008 -0.17117168  1.0355164  -1.1241072  -1.2610928  -0.41442996
  0.18930952  1.2865115  -0.8530156   1.5486509 ]"
860,"[-0.45433128 -0.21235229  0.5590171  -0.72805536 -0.7642391  -0.97993904
 -0.25531602  1.412521    1.9937575  -0.5710627 ]"
861,"[-0.25909147  0.4626483  -1.1206617  -0.60213834  1.0082265   0.48017094
 -0.11667861 -1.1012027   2.0113332  -0.7626059 ]"
862,"[-0.1904072  -0.16569717  0.90742606 -1.1662499  -1.2881414  -0.21555953
  0.23587812  1.0507839  -0.9146341   1.7466006 ]"
863,"[-0.46326712 -0.2218318   1.0952551  -0.9552431  -1.0774118  -1.0288814
  0.05807863  1.8964621  -0.18165363  0.87849194]"
864,"[-0.25124013 -0.17328106  1.0365466  -1.1105322  -1.2880263  -0.34334677
  0.17073274  1.2515085  -0.86610776  1.573746  ]"
865,"[-0.23483743 -0.16690198  1.0350381  -1.1075556  -1.3682346  -0.01661611
  0.11658985  1.0941467  -0.96533614  1.6137058 ]"
866,"[-0.2879617  -0.14659752  1.1430647  -1.1660429  -1.4895861  -0.2487369
 -0.04357171  1.5851406  -0.45387214  1.1081644 ]"
867,"[-0.47049788 -0.1462525   1.320958   -0.9139135  -1.0656008  -0.93752253
 -0.10831341  1.9690918  -0.14923997  0.5012919 ]"
868,"[-0.16823822 -0.12469343  0.53357136 -0.7070195  -1.4006212   1.4304703
 -0.12770383 -0.20331396 -0.99669194  1.7642413 ]"
869,"[-0.30401972 -0.16841424  1.1458145  -1.0758307  -1.2171091  -0.6745643
  0.11520603  1.5647767  -0.6474275   1.2615684 ]"
870,"[-0.41607764 -0.39593357  0.03525582  2.7820153  -0.27474856 -0.5290554
 -0.4237214   0.09682696 -0.4016867  -0.47287476]"
871,"[-0.25126243 -0.17126748  1.0437509  -1.0951856  -1.3316512  -0.18607064
  0.13338065  1.2504853  -0.9298934   1.5377138 ]"
872,"[-0.3573607  -0.16731904  1.3557073  -0.96519506 -1.4403445  -0.17129837
 -0.13893865  1.6125515  -0.6745013   0.9466995 ]"
873,"[-0.2539352  -0.1537867   1.1680295  -1.1247513  -1.4638147  -0.12978013
 -0.0048942   1.4012663  -0.71956813  1.2812345 ]"
874,"[-0.51578104 -0.412027    1.3693789  -0.6390897  -0.6654825  -1.1116754
 -0.4152292   2.037133    0.5060308  -0.15325814]"
875,"[-0.319845   -0.16823596  1.1905851  -1.0480491  -1.1824869  -0.7880993
  0.11108585  1.5880159  -0.58859867  1.2056272 ]"
876,"[-0.2891862  -0.15768017  0.8016604  -1.0805141  -1.2028896  -0.96577376
  0.24061221  1.4437971  -0.35084024  1.5608147 ]"
877,"[-0.3140021   0.37261608 -1.0242596  -0.3561629   2.2538993  -0.23836392
 -0.13326658 -0.99376917  1.0383924  -0.60508335]"
878,"[-0.26934248 -0.17554662  1.1241348  -1.0705409  -1.3045197  -0.2871135
  0.12319949  1.3280814  -0.9136665   1.4453136 ]"
879,"[-0.27009082 -0.17031299  1.0842136  -1.1204355  -1.2624737  -0.44775924
  0.1580411   1.3403926  -0.7990782   1.4875035 ]"
880,"[-0.3214626   0.38551542 -1.0463357  -0.38850504  2.231869   -0.23121949
 -0.11287759 -1.0167297   1.0549289  -0.55518305]"
881,"[-0.4425601  -0.07631642  1.1189514  -1.1931666  -1.709322   -0.03269462
 -0.30867314  1.204961    0.16377744  1.2750429 ]"
882,"[-0.3296305  -0.15875334  1.2022403  -1.0192641  -1.166055   -0.8307792
  0.08670135  1.6211084  -0.5745055   1.1689374 ]"
883,"[-0.21933259 -0.16825363  1.0266583  -1.143923   -1.3216735  -0.26186526
  0.16408099  1.2618196  -0.87437683  1.5368657 ]"
884,"[-0.38953254 -0.15731266  1.351205   -0.9309205  -1.0703214  -0.9349808
 -0.00592994  1.8598481  -0.41495687  0.69290185]"
885,"[-0.2899446  -0.16480814  1.1243553  -1.115521   -1.3313818  -0.34389424
  0.0902578   1.4028106  -0.76205784  1.3901842 ]"
886,"[-0.31131953  0.34323797 -0.9789158  -0.3543586   2.4477632  -0.18306677
 -0.09944356 -0.9445772   0.66122395 -0.58054364]"
887,"[-0.21511206 -0.15452583  0.7982245  -1.1124337  -1.6910844   0.8540447
 -0.08674793  0.8757682  -0.73490983  1.4667759 ]"
888,"[-0.23182768 -0.17485932  1.0002393  -1.140501   -1.3018413  -0.31155896
  0.18389867  1.2488017  -0.8536604   1.581309  ]"
889,"[-0.19518358 -0.16917744  0.93894786 -1.1363692  -1.328541   -0.12523967
  0.1903993   1.1172506  -0.958398    1.6663103 ]"
890,"[-0.2467239  -0.16824034  1.0076914  -1.1448548  -1.3844581  -0.14801486
  0.1190981   1.3073975  -0.8341399   1.4922448 ]"
891,"[-0.24113174 -0.15773717  1.1274413  -1.1545599  -1.3973737  -0.27557477
  0.06481043  1.4103768  -0.71193117  1.3356789 ]"
892,"[-0.30893034  0.3633244  -1.047892   -0.34197098  2.0449142  -0.3175383
 -0.1326525  -1.0116      1.3638691  -0.6115236 ]"
893,"[-0.3108934  -0.1349177   0.6946978  -1.2127413  -1.338218   -0.75165665
  0.1822687   1.4252086  -0.13294485  1.5791974 ]"
894,"[-0.16729131 -0.16621843  0.9607644  -1.0656773  -1.4748553   0.45978382
  0.06871828  0.8680583  -1.0846426   1.6013596 ]"
895,"[-0.22824654 -0.16987033  1.0200589  -1.1409518  -1.31       -0.24931736
  0.17517006  1.2724643  -0.8991      1.5297928 ]"
896,"[-0.29822612 -0.16451721  1.1599591  -1.0918964  -1.3054535  -0.4433865
  0.0786531   1.4926224  -0.7257105   1.2979555 ]"
897,"[-0.18184005 -0.17008798  0.97470355 -1.1352546  -1.3076235  -0.16371977
  0.20209603  1.1137506  -0.9809447   1.6489197 ]"
898,"[-0.27631763 -0.1739711   1.1031395  -1.0937294  -1.2315634  -0.6013133
  0.15906145  1.4157541  -0.72941375  1.428353  ]"
899,"[-0.33686033 -0.15933612  1.2262349  -1.0394844  -1.1894377  -0.736909
  0.07249217  1.6004485  -0.61134213  1.1741935 ]"
900,"[-0.26006758  0.45782164 -1.0666586  -0.4870827   1.259122   -0.29860082
 -0.02761474 -1.0343343   2.059227   -0.60181177]"
901,"[-0.4458363   0.42659134 -0.9040674  -0.40425062  1.06056     0.34768257
 -0.44585648 -1.0358176   2.1391988  -0.7382045 ]"
902,"[-0.2887756  -0.17396924  1.1295254  -1.0570557  -1.1969709  -0.67419314
  0.15485828  1.4895239  -0.73378456  1.3508412 ]"
903,"[-0.24851055  0.21223423 -0.35956132 -0.53770465 -0.5651029  -0.5857517
 -0.3936496   0.36292     2.6837232  -0.5685966 ]"
904,"[-0.20018809 -0.16843654  0.91454095 -1.1595609  -1.3133928  -0.18155335
  0.21729685  1.1351434  -0.9201875   1.6763384 ]"
905,"[-0.2190075  -0.16824536  1.1225511  -1.1350299  -1.3894947  -0.04257091
  0.10200887  1.2116358  -0.9304823   1.448635  ]"
906,"[-0.12601452  0.2565788  -0.49221465 -0.48524946 -0.15682887 -0.6192356
 -0.00697795 -0.5326785   2.7260349  -0.56341434]"
907,"[-0.25761095 -0.16420618  0.9232296  -1.1853555  -1.3099608  -0.5988736
  0.19036779  1.5155295  -0.517876    1.4047562 ]"
908,"[-0.39805427 -0.17162068  1.2284186  -1.0219775  -1.3227403  -0.47658542
 -0.01873459  1.5871643  -0.59342223  1.1875527 ]"
909,"[-0.3254394  -0.13414991  0.8150387  -1.1394588  -1.5994643   0.33541852
 -0.09221889  0.6938504  -0.4401123   1.8865354 ]"
910,"[-0.21194036 -0.17002133  0.9866112  -1.1346492  -1.3159941  -0.20898484
  0.1815987   1.178986   -0.9227935   1.6171875 ]"
911,"[-0.30293122 -0.1681514   1.2099152  -1.0456587  -1.1888275  -0.7888618
  0.09897096  1.6578218  -0.5696952   1.0974181 ]"
912,"[-0.2569669  -0.17487271  1.0846388  -1.0994238  -1.2857416  -0.3280225
  0.15128933  1.3077118  -0.8917099   1.4930967 ]"
913,"[-0.21032137 -0.17911877  0.9914438  -1.1549091  -1.2905802  -0.28671607
  0.21221054  1.2925537  -0.90132135  1.5267589 ]"
914,"[-0.25061053 -0.17199934  0.99837476 -1.1205693  -1.2856866  -0.31223407
  0.18115975  1.2191908  -0.8757886   1.6181631 ]"
915,"[-0.12707269  0.2986987  -0.9183532  -0.44210368  0.93518305 -0.57068914
  0.13308448 -0.922248    2.3043492  -0.69084877]"
916,"[-0.09020114 -0.10744306  0.64786446 -0.91691846 -1.4430968   1.1810094
 -0.01190715 -0.01296035 -1.0299845   1.7836375 ]"
917,"[-0.24217936 -0.17603683  1.0520262  -1.1049714  -1.2923409  -0.30472207
  0.16574559  1.2804838  -0.90536755  1.5273633 ]"
918,"[-0.2588306  -0.16803908  1.102017   -1.1193179  -1.2668935  -0.42594028
  0.1557056   1.3531288  -0.8257633   1.4539338 ]"
919,"[-0.29900134 -0.16715635  1.1747602  -1.0637413  -1.208817   -0.64865154
  0.12034811  1.5171554  -0.7143077   1.2894115 ]"
920,"[-0.2575423  -0.16520263  1.0466386  -1.1201752  -1.2511657  -0.540366
  0.17627254  1.3045692  -0.74545956  1.552431  ]"
921,"[-0.5003784  -0.11783729  1.3420575  -0.90822965 -1.0781741  -0.9590592
 -0.21602096  1.9644766   0.16691771  0.30624825]"
922,"[-0.2865308  -0.17221475  0.98916465 -1.0724508  -1.1978294  -0.8434359
  0.19930477  1.4193298  -0.54088974  1.5055515 ]"
923,"[-0.22668609 -0.17197789  1.018968   -1.1337843  -1.2682543  -0.37824753
  0.20251958  1.2637115  -0.8707259   1.5644777 ]"
924,"[-0.13644174 -0.13250203  0.8275495  -1.1206644  -1.4401891   0.4713679
  0.10196652  0.5790134  -0.9927859   1.8426856 ]"
925,"[-0.5117871  -0.3990663   1.2657849  -0.68084115 -0.6657226  -1.0347825
 -0.36015895  2.0520518   0.71613175 -0.3816097 ]"
926,"[-0.24180265 -0.1744421   1.0482932  -1.1021451  -1.2922137  -0.22236112
  0.16868064  1.2220415  -0.96397173  1.557921  ]"
927,"[-0.20200609 -0.1664084   0.9150505  -1.1657522  -1.295873   -0.3019697
  0.22021057  1.2025187  -0.8588291   1.6530584 ]"
928,"[-0.11767526 -0.05596973  0.05134258 -0.6087102  -1.2529744   1.6574314
 -0.1741085  -0.8530394  -0.46739054  1.821095  ]"
929,"[-0.27556732 -0.16820963  1.1516327  -1.0989333  -1.3076192  -0.33669102
  0.11074363  1.3777477  -0.83979607  1.3866925 ]"
930,"[-0.3062233  -0.16883187  1.116277   -1.070978   -1.211562   -0.6342555
  0.1430557   1.4711835  -0.72075206  1.3820863 ]"
931,"[-0.27678397 -0.16522443  1.0690317  -1.0905845  -1.2264118  -0.662266
  0.1664167   1.425405   -0.6857682   1.4461856 ]"
932,"[-0.13436434  0.18092272 -0.30692255 -0.63533735 -0.7780664  -0.3206102
 -0.52923995  0.71345025  2.5353785  -0.72521037]"
933,"[-0.2639215  -0.16426456  0.998712   -1.150188   -1.2904278  -0.53032583
  0.16820744  1.3694979  -0.6550609   1.5177722 ]"
934,"[-0.2582513  -0.16853064  1.10858    -1.0993212  -1.357184   -0.30290624
  0.08135659  1.38152    -0.79480726  1.4095429 ]"
935,"[-0.3518074  -0.13464223  1.1584888  -1.0804462  -1.2983081  -0.73085696
 -0.03190416  1.722417   -0.2905861   1.0376452 ]"
936,"[-0.31189978 -0.17111357  1.1577582  -1.0431119  -1.1799629  -0.7647753
  0.1332252   1.5808909  -0.6416211   1.2406107 ]"
937,"[-0.23174337 -0.1720854   1.0433533  -1.1262614  -1.2893969  -0.33434835
  0.17495817  1.2312449  -0.8707093   1.5749884 ]"
938,"[-0.3228118  -0.1519385   1.1291261  -1.1560631  -1.3230548  -0.5221383
  0.06007363  1.3849612  -0.5262694   1.4281147 ]"
939,"[-0.33094788  0.41646388 -1.1358877  -0.6258881   1.1579949   0.884967
 -0.22563238 -1.1742464   1.7305578  -0.69738126]"
940,"[-0.28947264 -0.17275894  1.1306033  -1.0694332  -1.208024   -0.62691724
  0.14915882  1.4774548  -0.7491712   1.3585594 ]"
941,"[-0.22795074 -0.17381018  1.0010161  -1.1327535  -1.3078381  -0.26756433
  0.18318035  1.229832   -0.88948464  1.5853732 ]"
942,"[-0.5302076  -0.1738966   1.1660911  -0.8110555  -0.9427615  -0.9568409
 -0.22203314  2.1472912   0.43942952 -0.11601768]"
943,"[-0.37857845 -0.1470718   1.3079123  -0.9841026  -1.6025416  -0.08350843
 -0.251393    1.5557301  -0.38906142  0.9726144 ]"
944,"[-0.34872943 -0.1517435   1.1583217  -1.0853366  -1.3248725  -0.6499956
 -0.0129547   1.5920922  -0.3896859   1.2129034 ]"
945,"[-0.30354935 -0.1537431   1.2159392  -1.0907712  -1.4826038  -0.12611349
 -0.07453202  1.5657977  -0.62479264  1.0743692 ]"
946,"[-0.3358592  -0.17042847  1.1640387  -1.0591891  -1.2030371  -0.724966
  0.1161902   1.5141419  -0.6142687   1.3133773 ]"
947,"[-0.2417369  -0.17237622  1.0531881  -1.1087846  -1.2694055  -0.40734163
  0.17209738  1.3272792  -0.8586782   1.5057584 ]"
948,"[-0.29280254 -0.1754882   1.2122575  -1.0479928  -1.3277813  -0.3463538
  0.05330705  1.4671581  -0.81338805  1.2710837 ]"
949,"[-0.09756968 -0.12981015  0.35820228 -1.4195627  -1.4947906  -0.09926911
  0.33145726  0.916614   -0.2549471   1.8896734 ]"
950,"[-0.21619076 -0.15846366  0.97325575 -1.1566904  -1.3668244  -0.09201851
  0.14375007  1.029159   -0.8683953   1.7124171 ]"
951,"[-0.23992766 -0.1694364   1.0259535  -0.99827653 -1.470926    0.44680175
  0.00593926  0.90686136 -1.0871682   1.5801792 ]"
952,"[-0.27242273 -0.17294154  0.98606807 -1.1049945  -1.2300678  -0.6181161
  0.20203544  1.3549377  -0.70467603  1.5601783 ]"
953,"[-0.27663746 -0.1750158   1.1065589  -1.0890436  -1.2239459  -0.59447056
  0.16548097  1.4514877  -0.75335824  1.3889439 ]"
954,"[-0.4870138  -0.14154768  1.2134279  -0.91464615 -1.1675037  -0.91870946
 -0.08747219  1.7937168  -0.25740042  0.96714985]"
955,"[-0.24025962 -0.16047154  1.0357685  -1.1874804  -1.3687425  -0.29131886
  0.12121035  1.370986   -0.7172404   1.4375491 ]"
956,"[-0.5483614  -0.07143179  1.1788058  -0.75896084 -1.2543006  -0.8579564
 -0.46083194  1.8938241   0.78150594  0.097707  ]"
957,"[-0.32700124  0.38560078 -1.0656163  -0.38901865  2.1814141  -0.23867422
 -0.10966894 -1.0253546   1.1324724  -0.54415333]"
958,"[-0.24669723  0.3948166  -1.0222858  -0.42928064  1.1628512  -0.42481452
 -0.08400218 -0.9953742   2.1771502  -0.5323636 ]"
959,"[-0.25293717 -0.16989517  1.1359793  -1.1011566  -1.242962   -0.5052542
  0.1557387   1.4286566  -0.8164115   1.3682418 ]"
960,"[-0.26055926 -0.17331448  1.1154246  -1.0990332  -1.270601   -0.38009912
  0.15001372  1.3478532  -0.8744282   1.444744  ]"
961,"[-0.21073183 -0.17241149  0.916714   -1.1670053  -1.304722   -0.31524223
  0.20777462  1.1774449  -0.814011    1.6821898 ]"
962,"[-0.5123163  -0.09737477  1.347298   -0.7507372  -1.5101734  -0.26857182
 -0.56413704  1.8781704   0.3740796   0.10376312]"
963,"[-0.7112419  -0.06694578  1.337908   -0.51761115 -1.3984271  -0.37657917
 -0.753857    1.7879553   0.7525617  -0.05376339]"
964,"[-0.2578057  -0.17618662  1.0809113  -1.0827819  -1.3178478  -0.18902478
  0.13841881  1.1670678  -0.9472757   1.5845245 ]"
965,"[-0.2446178  -0.17049213  1.0521891  -1.1128997  -1.2975258  -0.30445293
  0.16022523  1.1908435  -0.8778705   1.6046009 ]"
966,"[-0.13205278 -0.01043633  0.06483904 -1.3584311  -1.4619416   0.28657174
  0.15839489  0.24234642  0.01309091  2.197618  ]"
967,"[-0.3999814  -0.14928794  1.3251247  -0.96977913 -1.193078   -0.80671823
 -0.05654486  1.7788526  -0.38414922  0.855562  ]"
968,"[-0.16325086 -0.17322515  0.83831686 -1.0627321  -1.3534186   0.2680923
  0.18179671  0.7721074  -1.1267146   1.819029  ]"
969,"[-0.37839124 -0.14284956  1.2345976  -1.025074   -1.2512349  -0.74972916
 -0.04781881  1.8046702  -0.3221397   0.8779682 ]"
970,"[-0.20608409 -0.16894956  1.0409714  -1.1260952  -1.3344266  -0.13591798
  0.15372626  1.1866484  -0.9643441   1.554471  ]"
971,"[-0.19663168 -0.16927306  0.9265406  -1.1582791  -1.2870228  -0.2655707
  0.22448857  1.1046798  -0.8928941   1.7139624 ]"
972,"[-0.27256256 -0.16734059  1.1121552  -1.1267058  -1.3641179  -0.3239474
  0.07845142  1.4762639  -0.7227894   1.3105943 ]"
973,"[-0.17346828 -0.06959854  0.2572157  -0.8067691  -1.493492    1.5237849
 -0.1886596  -0.36937767 -0.49131182  1.811676  ]"
974,"[-0.11939856  0.07844914 -0.6032064  -0.35780933 -0.7764444   2.1642108
 -0.6018372  -1.2988278   0.7101999   0.80466396]"
975,"[-0.13986093 -0.14176673  0.63453364 -1.1071533  -1.4535531   0.6201379
  0.10765055  0.44988608 -0.9149668   1.945092  ]"
976,"[-0.27698475 -0.17170388  1.1861851  -1.0723828  -1.3699293  -0.1715384
  0.05103671  1.4234848  -0.8763433   1.2781758 ]"
977,"[-0.18514019 -0.16733633  0.88111323 -1.1684797  -1.2908787  -0.31191835
  0.24768285  1.1571677  -0.86193085  1.6997194 ]"
978,"[-0.32358024 -0.16964887  1.1196895  -1.0385293  -1.1689928  -0.8304117
  0.14888282  1.5522712  -0.5919803   1.3023006 ]"
979,"[-0.5483924  -0.40943247  1.0910772  -0.70185554 -0.7153377  -0.9836737
 -0.22939098  2.206936    0.59447926 -0.30440965]"
980,"[-0.23110731 -0.15937136  0.99564004 -1.1343753  -1.2640566  -0.64480436
  0.19789857  1.3976681  -0.6469038   1.4894118 ]"
981,"[-0.2515721  -0.17164382  1.2114642  -1.0407369  -1.4062431   0.01974222
  0.02413442  1.2986821  -0.9911355   1.3073083 ]"
982,"[-0.34974954 -0.1649264   1.3017752  -1.0056312  -1.2927761  -0.55494606
 -0.01299266  1.5489428  -0.6363248   1.1666294 ]"
983,"[-0.538876   -0.13050109  0.945002   -1.0910046  -1.5328549  -0.49170193
 -0.21980867  1.5073485   0.2799791   1.2724167 ]"
984,"[-0.29091197 -0.1586589   0.95561296 -1.111808   -1.371328   -0.13994227
  0.09671523  1.0144118  -0.7808776   1.7867863 ]"
985,"[-0.26619494  0.27311152 -1.0044528  -0.46104485  2.5062094  -0.21968627
  0.06004995 -0.9755797   0.45883423 -0.3712465 ]"
986,"[-0.22045396 -0.17640835  1.0230435  -1.1485717  -1.321717   -0.2807795
  0.17681064  1.3056647  -0.8591134   1.5015241 ]"
987,"[-0.5613651  -0.18918876  1.0710871  -1.001596   -1.1128353  -1.098871
 -0.02294304  1.7692205   0.20934519  0.93714607]"
988,"[-0.25646794 -0.17048313  1.1194817  -1.1010293  -1.2770035  -0.38556483
  0.1379616   1.3679739  -0.8598397   1.4249722 ]"
989,"[-0.2843602  -0.1714192   1.0391707  -1.0774163  -1.196806   -0.7835042
  0.18918885  1.5321273  -0.6073871   1.360406  ]"
990,"[-0.08761521 -0.12549226  0.5242336  -1.2877095  -1.4573827   0.4947023
  0.21322234  0.5722     -0.7714691   1.925311  ]"
991,"[-0.35247386 -0.16651973 -0.27416456  2.7237134   0.26551443 -0.6286518
 -0.20054697 -0.27570164 -0.24809676 -0.8430719 ]"
992,"[-0.25735897 -0.17172992  1.1435509  -1.0659105  -1.3894265  -0.11055609
  0.05635489  1.3090984  -0.9151719   1.4011494 ]"
993,"[-0.21984117 -0.16643994  1.0307229  -1.1575134  -1.3731141  -0.1385692
  0.1319793   1.2714311  -0.87045157  1.4917964 ]"
994,"[-0.13935938 -0.15851465  0.8643236  -1.0790855  -1.3896335   0.4365887
  0.14456694  0.70902437 -1.1450475   1.7571372 ]"
995,"[-0.25395757 -0.17066772  1.0189233  -1.1162907  -1.2489973  -0.4925609
  0.19326416  1.2976296  -0.7968385   1.5694941 ]"
996,"[-0.25488448 -0.17067176  1.0728343  -1.1127424  -1.3556701  -0.2456742
  0.11324801  1.3601317  -0.83899575  1.4324251 ]"
997,"[-0.45365968 -0.20540385  1.095235   -0.9742523  -1.1125091  -1.0119795
  0.08594336  1.7381481  -0.27410352  1.1125817 ]"
998,"[-0.28095317 -0.1681742   1.256014   -1.0303674  -1.3314934  -0.30677062
  0.03187513  1.4745303  -0.85871476  1.2140534 ]"
999,"[-0.30609572 -0.16777077  1.275614   -1.0545044  -1.3003453  -0.38504845
  0.03539024  1.4911686  -0.7917728   1.2033653 ]"
1000,"[-0.26858613 -0.17335853  1.1984621  -1.0617684  -1.3343326  -0.29107666
  0.07195875  1.3722975  -0.86637115  1.352774  ]"
1001,"[-0.2847642  -0.16533686  1.2396013  -1.0340918  -1.5331861   0.09807521
 -0.10845882  1.3973618  -0.77531946  1.1661193 ]"
1002,"[-0.21265419 -0.1685355   1.0117521  -1.1222593  -1.3167883  -0.2057948
  0.17317414  1.1677787  -0.93742496  1.6107513 ]"
1003,"[-0.3089697   0.35584858 -1.0093473  -0.35107997  2.3193276  -0.22300495
 -0.12078969 -0.9752993   0.92865986 -0.615345  ]"
1004,"[-0.18633999 -0.16997933  1.0114427  -1.0916868  -1.3503671   0.01727957
  0.15296206  1.0656964  -1.0636997   1.6146938 ]"
1005,"[-0.30087784 -0.16863553  1.1601406  -1.0874003  -1.2846882  -0.5014425
  0.08676199  1.4689912  -0.70835346  1.3355045 ]"
1006,"[-0.26129505 -0.17077973  1.0009583  -1.1239418  -1.2621686  -0.49990365
  0.17785423  1.3770213  -0.7537926   1.5160474 ]"
1007,"[-0.3737719  -0.14649908  1.0107951  -0.9397303  -1.6229367   0.6405782
 -0.22144361  0.7372854  -0.74169374  1.6574173 ]"
1008,"[-0.21145833 -0.16524062  1.0393939  -1.1460685  -1.2819724  -0.42080307
  0.1903448   1.2339009  -0.815846    1.5777495 ]"
1009,"[-0.25651082 -0.17400426  1.084374   -1.093251   -1.264252   -0.3742987
  0.16220075  1.3202606  -0.89551723  1.4909993 ]"
1010,"[-0.35298866  0.4565103  -0.86389196 -0.4738988   0.78713435 -0.07932671
 -0.31465983 -0.9660877   2.3876693  -0.58046   ]"
1011,"[-0.33170214 -0.15504429  1.0163465  -1.1260743  -1.2621783  -0.7460599
  0.12068313  1.4725969  -0.42181545  1.4332473 ]"
1012,"[ 0.06664794  0.52194464 -0.89776087  1.1036735   1.5349274  -0.778098
  0.47687167 -0.9587724   0.47005397 -1.5394875 ]"
1013,"[-0.34799102 -0.16268758  1.0567273  -1.0916867  -1.4432869  -0.26892123
  0.00542735  1.2274883  -0.57302785  1.5979577 ]"
1014,"[-0.2090058  -0.17258626  0.9838038  -1.1207955  -1.3171203  -0.12059635
  0.18473992  1.1132823  -0.98671424  1.6449918 ]"
