,embeddings
1489,"[ 1.236188    1.4755769  -0.8678514  -0.72715455  1.0897567   0.75641495
 -0.76296794 -0.8625505  -0.5414097  -0.79600364]"
1490,"[ 1.1230813   1.8529115  -0.96788895 -0.7719789   0.6947985   0.66599345
 -0.41514587 -0.94992733 -0.69632    -0.53552353]"
1491,"[ 1.1321354   1.8598777  -0.96531975 -0.6583338   0.7737067   0.56603
 -0.38156718 -0.8956642  -0.6743642  -0.7564996 ]"
1492,"[ 0.6626885   1.3134711  -0.7803171  -0.78924626  1.1117653   1.4641216
 -0.7432062  -0.75666803 -0.7511334  -0.7314756 ]"
1493,"[ 1.0065597   1.9759865  -1.0017383  -0.6394581   0.7010861   0.53803813
 -0.29041314 -0.94695926 -0.7258207  -0.6172799 ]"
1494,"[ 1.0903738   1.8751476  -0.9416087  -0.76092625  0.73969376  0.6297696
 -0.4030222  -0.94962436 -0.6742075  -0.6055949 ]"
1495,"[ 1.1531981   1.849085   -0.94977194 -0.60972977  0.71625197  0.62110543
 -0.3909339  -0.9156253  -0.7096352  -0.7639448 ]"
1496,"[ 1.199441    1.8204432  -0.935734   -0.6880664   0.77613705  0.52868074
 -0.34648228 -0.9101315  -0.6102748  -0.8340134 ]"
1497,"[ 1.0763476   1.8624237  -0.963673   -0.7410457   0.78147393  0.6638715
 -0.56781656 -0.8564504  -0.62997544 -0.6251563 ]"
1498,"[ 1.0684699   1.8535174  -0.93022114 -0.71115816  0.8070506   0.64508164
 -0.4463375  -0.92677015 -0.64895225 -0.71068096]"
1499,"[ 1.1225625   1.8719755  -0.9191718  -0.6848434   0.74102336  0.62323374
 -0.4764616  -0.8932427  -0.6889458  -0.6961278 ]"
1500,"[-0.71970874 -1.3165214   1.5968641   1.4822571  -0.62189686 -0.56627643
 -0.28569284  1.0124742  -0.19454822 -0.38695094]"
1501,"[ 1.1957395   1.8287907  -0.95581913 -0.696166    0.7315312   0.56833035
 -0.33439603 -0.9184909  -0.65322185 -0.76629734]"
1502,"[ 1.1463546   1.8583212  -0.9503617  -0.67582816  0.736076    0.5874263
 -0.3714803  -0.9343959  -0.7028349  -0.6932779 ]"
1503,"[ 1.2106586   1.8810779  -0.9867175  -0.65513605  0.6820605   0.48477086
 -0.32641464 -0.92212224 -0.68114704 -0.6870301 ]"
1504,"[ 1.1675369   1.9338902  -1.0565568  -0.6375384   0.62255496  0.45729756
 -0.27033442 -0.9402956  -0.69039327 -0.5861609 ]"
1505,"[ 1.086558    1.8974149  -1.0184464  -0.683634    0.67485446  0.6322377
 -0.33345133 -0.9310944  -0.7084285  -0.61601055]"
1506,"[ 1.4386716   1.686001   -1.0296055  -0.6600564   0.72932726  0.40891153
 -0.2625856  -0.8991106  -0.6079397  -0.80361336]"
1507,"[ 1.2385596   1.8244275  -0.98037636 -0.69475394  0.70860076  0.54418355
 -0.38551873 -0.93106127 -0.7026122  -0.62144893]"
1508,"[ 0.95389533  1.9350854  -0.91888493 -0.7715777   0.7588509   0.685201
 -0.5511404  -0.9136612  -0.7080231  -0.4697461 ]"
1509,"[ 1.06121     1.8867143  -0.91809744 -0.75511026  0.74249315  0.668151
 -0.49155927 -0.91020054 -0.7104086  -0.5731926 ]"
1510,"[ 1.2653903   1.6778786  -1.0385313  -0.82338744  0.8233469   0.62760675
 -0.4304291  -0.95530325 -0.5764081  -0.5701634 ]"
1511,"[ 1.1145287   1.8680967  -0.9279216  -0.7176886   0.7400691   0.6313738
 -0.4488412  -0.9148668  -0.71094114 -0.6338082 ]"
1512,"[ 1.0217967   1.9346209  -0.94276565 -0.70092833  0.70056695  0.65979594
 -0.429336   -0.9090252  -0.71998626 -0.614739  ]"
1513,"[ 1.1820242   1.8369932  -0.938484   -0.6721173   0.74659675  0.56732535
 -0.3677914  -0.92585045 -0.672753   -0.7559427 ]"
1514,"[ 1.0153921   1.8838027  -0.92945516 -0.73094153  0.76551944  0.7109839
 -0.52004725 -0.9108557  -0.6952991  -0.58909947]"
1515,"[ 1.1215359   1.8412946  -0.95978266 -0.687165    0.7560077   0.6486844
 -0.4361177  -0.9170345  -0.68419474 -0.6832284 ]"
1516,"[ 1.1401936   1.8913201  -0.9415906  -0.6985356   0.7318021   0.5446527
 -0.39631265 -0.91649395 -0.7004747  -0.6545611 ]"
1517,"[ 1.1042986   1.8627927  -0.92843604 -0.71538186  0.7657613   0.62645185
 -0.44011608 -0.91856503 -0.6766602  -0.6801459 ]"
1518,"[ 0.7953461   1.954102   -0.9848101  -0.8128828   0.8102266   0.68651026
 -0.7667997  -0.88748366 -0.6201786  -0.17403002]"
1519,"[-0.9859959  -0.91269714  1.4977949   1.1320454  -0.99346364 -0.9753731
 -0.11696995  1.310159    0.00868524  0.0358149 ]"
1520,"[ 1.0408853   1.9197388  -0.93457305 -0.68546736  0.7743459   0.5989374
 -0.46702206 -0.8867724  -0.68891376 -0.67115915]"
1521,"[ 1.1420995   1.8293769  -0.9326125  -0.6898403   0.78745335  0.6001086
 -0.39424825 -0.92127806 -0.64256424 -0.7784957 ]"
1522,"[ 1.5085565   0.45608678 -1.0298141  -0.27193117  1.2623632   1.1157272
 -0.37458503 -0.9052214  -0.75262535 -1.0085564 ]"
1523,"[ 1.2557715   1.6416053  -1.1097168  -0.8986272   0.8125538   0.62600195
 -0.30191064 -1.0165871  -0.54524183 -0.4638506 ]"
1524,"[ 1.0136969   1.592857   -0.89886504 -0.7647323   1.000426    0.8985302
 -0.3827189  -1.0379294  -0.7260264  -0.69523835]"
1525,"[-0.89659005 -1.1370412   1.3463863   1.5269173  -0.83030975 -0.82120717
 -0.1830098   1.1570561  -0.0110679  -0.15113382]"
1526,"[-1.017735   -0.8321244   1.4096296   1.0707701  -1.0519141  -1.064513
 -0.08826383  1.3647443   0.04891136  0.1604945 ]"
1527,"[ 1.162415    1.8391838  -0.9585245  -0.73812675  0.7331933   0.6181046
 -0.45480993 -0.93032354 -0.67264134 -0.59847134]"
1528,"[-0.91474426 -1.1095896   1.4498606   1.4727726  -0.8162892  -0.7184776
 -0.21510413  1.1736965  -0.1246911  -0.19743378]"
1529,"[ 1.0546739   1.9379483  -0.9455133  -0.7442076   0.71775264  0.5980598
 -0.5038168  -0.89344484 -0.69223297 -0.52921873]"
1530,"[ 1.1762917   1.8325838  -0.97748375 -0.78054166  0.7688699   0.575373
 -0.49754634 -0.89391136 -0.5972703  -0.6063642 ]"
1531,"[-0.7713137  -1.2413033   1.5356952   1.460793   -0.7081569  -0.6592293
 -0.24730287  1.1146642  -0.15472691 -0.3291196 ]"
1532,"[ 1.1195736   1.8814988  -0.9210056  -0.71622944  0.77888954  0.5718423
 -0.5100276  -0.8797019  -0.6609513  -0.6638882 ]"
1533,"[-9.78323817e-01 -9.31903005e-01  1.46412027e+00  1.19169641e+00
 -9.76601720e-01 -9.60816026e-01 -1.21430516e-01  1.31109953e+00
  2.13956181e-03  1.92870320e-05]"
1534,"[ 1.0528163   1.9008347  -0.9242715  -0.78307354  0.69893575  0.6703587
 -0.41730288 -0.95204407 -0.71236515 -0.53388906]"
1535,"[ 0.9887748   1.9359531  -0.9805849  -0.77342755  0.72442436  0.6275679
 -0.3476393  -0.9660637  -0.67887163 -0.5301334 ]"
1536,"[-0.84223074 -1.4128792   1.2653195   1.8106796  -0.4858441  -0.4633279
 -0.36039177  0.83509225  0.02280685 -0.36922464]"
1537,"[ 1.0976744  1.9281441 -0.8923172 -0.6801306  0.7347683  0.562258
 -0.5181851 -0.8795907 -0.623595  -0.7290263]"
1538,"[ 1.1735233   1.855797   -0.9694917  -0.74679524  0.70022017  0.5615665
 -0.3559857  -0.99214077 -0.6911939  -0.53549933]"
1539,"[ 1.250531    1.7908924  -0.9607044  -0.6909025   0.72330016  0.54687995
 -0.3065018  -0.9943866  -0.67882836 -0.68028   ]"
1540,"[ 1.0803463   1.955451   -1.0519509  -0.6302379   0.6261299   0.46278298
 -0.12679252 -1.019112   -0.6917868  -0.6048313 ]"
1541,"[ 1.1067078   1.861016   -0.8992757  -0.6797705   0.78743273  0.62819165
 -0.5480277  -0.8865631  -0.6534342  -0.71627706]"
1542,"[-0.95210207 -1.2079134   0.8547989   1.9727     -0.455434   -0.4197424
 -0.33992574  1.0931157   0.0182681  -0.56376505]"
1543,"[ 1.0660865   1.9780631  -1.0179056  -0.63855046  0.72114056  0.44059786
 -0.33916    -0.9178781  -0.6446784  -0.647716  ]"
1544,"[ 1.0389073   1.9227608  -0.94449085 -0.79994154  0.66679496  0.65796125
 -0.4576644  -0.9670274  -0.70929205 -0.40800804]"
1545,"[ 1.1899117   1.8618242  -1.0009464  -0.76700526  0.6591833   0.5651017
 -0.3758594  -0.9678483  -0.6765195  -0.48784113]"
1546,"[ 0.7001849   1.3172406  -0.73764974 -0.7732354   1.1520065   1.4014881
 -0.75522566 -0.7559272  -0.77438354 -0.77449906]"
1547,"[ 1.1233768   1.9050206  -1.0692881  -0.6841384   0.68166035  0.48952568
 -0.23011823 -0.9962024  -0.65366787 -0.5661684 ]"
1548,"[ 1.0648466   1.8947703  -0.9543833  -0.74482864  0.75723094  0.6117511
 -0.501578   -0.95287013 -0.667809   -0.5071308 ]"
1549,"[ 1.238342    1.8051451  -1.0151998  -0.7292587   0.72661054  0.5328833
 -0.38642532 -0.98743314 -0.6536491  -0.53101546]"
1550,"[-0.94698775 -1.2167046   1.2782917   1.6606352  -0.6657418  -0.5266032
 -0.25984615  1.1525522  -0.20960887 -0.26598692]"
1551,"[ 1.102134    1.929823   -1.0614549  -0.6174441   0.67893106  0.50442207
 -0.28449008 -0.9606866  -0.6573202  -0.63391423]"
1552,"[ 1.3831002   1.6345537  -1.0688953  -0.7837946   0.6990516   0.5506198
 -0.14965512 -1.0539782  -0.60309553 -0.60790724]"
1553,"[ 1.2038121   1.8604983  -1.0077871  -0.6226286   0.6971109   0.508093
 -0.31710464 -0.94428074 -0.670265   -0.70744824]"
1554,"[ 1.1868937   1.8464386  -0.97914064 -0.71532947  0.70156807  0.58166057
 -0.38221753 -0.9476229  -0.67754656 -0.6147034 ]"
1555,"[ 1.0823662   1.886599   -0.9434635  -0.76644737  0.7026431   0.62915295
 -0.39981654 -1.0074575  -0.7077003  -0.47587615]"
1556,"[ 1.230419    1.8236939  -1.0413747  -0.7573481   0.73178613  0.4736992
 -0.31260228 -0.98215014 -0.5850677  -0.581056  ]"
1557,"[ 1.2293309   1.8063515  -0.96086305 -0.6662066   0.74019516  0.5428037
 -0.34422472 -0.98318464 -0.6653737  -0.6988285 ]"
1558,"[ 1.309133    1.6959096  -1.0812922  -0.7804407   0.7363237   0.5252017
 -0.23884141 -1.0587734  -0.66028017 -0.4469406 ]"
1559,"[ 1.0865592   1.9846013  -1.0279323  -0.58549464  0.69739157  0.35420233
 -0.1894837  -0.9341337  -0.67192554 -0.71378535]"
1560,"[ 1.0512968   1.9654137  -1.072651   -0.57872367  0.6770238   0.44531927
 -0.16838574 -0.9780186  -0.6188195  -0.7224549 ]"
1561,"[ 1.1578976   1.8614068  -0.984904   -0.75780916  0.69264066  0.56893986
 -0.32943138 -1.0009642  -0.66248393 -0.54529303]"
1562,"[-0.9218813  -1.0739342   1.512878    1.2819011  -0.8699482  -0.79524666
 -0.18740447  1.2709705  -0.08221477 -0.13511994]"
1563,"[-0.8660075  -1.2034727   1.4480952   1.3935293  -0.7873248  -0.7064231
 -0.22142674  1.2426982  -0.09674495 -0.20292293]"
1564,"[ 1.0290269   1.87636    -0.9882062  -0.85588294  0.72253     0.66145927
 -0.42557687 -1.0030754  -0.6626894  -0.35394606]"
1565,"[ 1.1437002   1.8527981  -1.0307522  -0.7546148   0.6811988   0.5772318
 -0.2528584  -1.0270269  -0.6371438  -0.55253285]"
1566,"[ 1.1466857   1.8138303  -1.0322989  -0.85060006  0.8015837   0.5507366
 -0.4387233  -0.9747238  -0.4866663  -0.52982426]"
1567,"[ 1.2318096   1.8435295  -1.0023993  -0.7348244   0.67089194  0.4891724
 -0.25267783 -1.0044789  -0.6796453  -0.5613773 ]"
1568,"[-0.9649052  -1.0768502   1.5167466   1.2718621  -0.89131725 -0.8034277
 -0.17584637  1.2306569  -0.04630274 -0.06061616]"
1569,"[ 1.1258801   1.850448   -0.958444   -0.77041113  0.73019636  0.63729876
 -0.48636046 -0.96212256 -0.6674491  -0.499036  ]"
1570,"[ 1.1203399   1.8892443  -0.96779895 -0.7742452   0.7162431   0.5477742
 -0.35536954 -0.98633635 -0.69347334 -0.49637842]"
1571,"[-0.94372994 -1.0305846   1.4511763   1.2114217  -0.9345604  -0.901329
 -0.1396176   1.3294501  -0.01125452 -0.03097231]"
1572,"[ 1.118324    1.7370301  -1.068627   -0.9381385   0.7967842   0.64627373
 -0.58633155 -0.996352   -0.54110694 -0.16785665]"
1573,"[-0.8197715  -1.2058175   1.3428823   1.565884   -0.7005823  -0.6464726
 -0.25686932  1.2151134  -0.09680203 -0.39756453]"
1574,"[-0.8766322  -1.1416112   1.5626267   1.2050815  -0.86580664 -0.8253771
 -0.1771751   1.2499222  -0.04242518 -0.08860292]"
1575,"[ 1.2100734   1.8768405  -0.9972554  -0.778968    0.7298558   0.43452957
 -0.39777884 -0.9412164  -0.589497   -0.546584  ]"
1576,"[ 0.9128529   2.015891   -0.93067366 -0.79493535  0.7309595   0.57752556
 -0.5720665  -0.9152001  -0.6662372  -0.35811523]"
1577,"[ 1.4200035   1.6612273  -1.0872381  -0.7447565   0.682825    0.48198625
 -0.22119269 -1.0265955  -0.5297517  -0.6365078 ]"
1578,"[ 1.2519165   1.646815   -1.0736972  -0.9668704   0.8012629   0.59752566
 -0.38468945 -1.045865   -0.5724086  -0.2539891 ]"
1579,"[ 0.8875279   1.970218   -0.9376155  -0.8175356   0.80616546  0.6159814
 -0.62869287 -0.9205171  -0.6205721  -0.35496   ]"
1580,"[ 1.3852841   1.7046818  -1.0196164  -0.7077846   0.68258417  0.52605283
 -0.3198674  -1.002137   -0.57471275 -0.6744849 ]"
1581,"[-0.95923746 -0.85875225  1.4328077   1.0408196  -1.0198077  -1.0556014
 -0.08358845  1.4288821   0.05133319  0.02314476]"
1582,"[ 1.2102972   1.7704265  -0.96619564 -0.72695136  0.8028407   0.58784723
 -0.39734456 -0.95084375 -0.63245237 -0.69762355]"
1583,"[ 1.4061917   1.6979893  -1.0123823  -0.7166121   0.7027025   0.44357163
 -0.22034311 -1.0186805  -0.6105915  -0.6718454 ]"
1584,"[ 1.1476295   1.8293692  -0.9456613  -0.7113207   0.77778643  0.59397954
 -0.3967797  -0.9716881  -0.6377339  -0.6855825 ]"
1585,"[ 1.1746418   1.833875   -0.9580514  -0.70417523  0.7734645   0.55250055
 -0.40604052 -0.95901763 -0.63209033 -0.6751059 ]"
1586,"[-0.8583361  -1.2183516   1.3421556   1.6214653  -0.6912781  -0.6022104
 -0.25482717  1.1482449  -0.18910295 -0.29775938]"
1587,"[ 1.207956    1.6230401  -1.0603458  -0.880732    0.8049742   0.7407762
 -0.39550936 -1.061884   -0.642911   -0.33536413]"
1588,"[ 1.0359193   1.9020089  -0.9811597  -0.8205635   0.7845831   0.59324116
 -0.58298236 -0.92084974 -0.5669348  -0.44326174]"
1589,"[ 1.1829691   1.798927   -0.9996163  -0.785744    0.758201    0.5821498
 -0.32620108 -0.9928814  -0.5965126  -0.62129205]"
1590,"[ 1.1802194   1.8599266  -1.0006083  -0.7724082   0.72073674  0.5129647
 -0.34707212 -0.97606945 -0.60732746 -0.570362  ]"
1591,"[ 0.95511407  1.9482687  -0.9340883  -0.772081    0.74734545  0.6549213
 -0.5169458  -0.9372862  -0.70376456 -0.44148317]"
1592,"[-0.965481   -0.90093064  1.4562963   1.0902003  -0.99717754 -1.002988
 -0.10222796  1.3911574   0.02634318  0.00480754]"
1593,"[ 1.0944278   1.8979259  -0.9934373  -0.7332269   0.7551802   0.54914975
 -0.43593907 -0.96076906 -0.6202279  -0.55308264]"
1594,"[ 1.096609    1.9663007  -1.0648067  -0.6508      0.6204451   0.4310587
 -0.20114112 -1.0118382  -0.7263783  -0.45944905]"
1595,"[ 1.17288     1.8729991  -1.0430022  -0.6391639   0.66580766  0.5380424
 -0.29808623 -0.98195845 -0.6942669  -0.59325165]"
1596,"[ 1.3128189   1.7689159  -1.0352588  -0.68137527  0.68676865  0.46290326
 -0.17619073 -0.9921172  -0.6304737  -0.7159905 ]"
1597,"[-0.9234673  -0.9867836   1.4655927   1.1197983  -0.9644138  -0.98113
 -0.11460795  1.3655986   0.0279057  -0.00849274]"
1598,"[ 1.0732809   1.9635065  -1.0529294  -0.6897984   0.6154918   0.50182915
 -0.2527071  -1.0063381  -0.7122757  -0.4400591 ]"
1599,"[ 1.1731964   1.8618798  -1.0340023  -0.7634612   0.7066632   0.49045956
 -0.2743621  -1.008208   -0.6452006  -0.50696516]"
1600,"[ 1.0908056   1.9095126  -1.0004424  -0.7020502   0.73938996  0.527723
 -0.32827288 -0.96042174 -0.6242819  -0.6519621 ]"
1601,"[ 1.1272963   1.869046   -1.0371933  -0.6783693   0.680216    0.62082994
 -0.36472446 -0.9622908  -0.6798013  -0.575008  ]"
1602,"[ 1.012237    1.950178   -0.9630455  -0.76856226  0.71801245  0.60004014
 -0.47792476 -0.9479989  -0.66354823 -0.4593876 ]"
1603,"[ 1.3155044   1.5686384  -1.1015769  -0.88958323  0.86051583  0.59750634
 -0.33621758 -1.0643517  -0.54207206 -0.40836427]"
1604,"[ 0.9530609   1.9699965  -0.8698259  -0.7712653   0.7390586   0.65622646
 -0.61861503 -0.8989236  -0.6780546  -0.4816585 ]"
1605,"[ 1.2739967   1.828907   -1.0891494  -0.710557    0.6143712   0.46140143
 -0.19795606 -1.0076574  -0.6483627  -0.5249929 ]"
1606,"[ 1.2650477   1.753386   -1.0063741  -0.7404498   0.7377379   0.57950884
 -0.34288684 -0.98627555 -0.6153096  -0.6443853 ]"
1607,"[ 1.200529    1.7814376  -1.055063   -0.8314585   0.7940209   0.51173884
 -0.32042995 -1.000991   -0.55934125 -0.52044344]"
1608,"[ 1.0702333   1.8474529  -1.0178434  -0.80817276  0.73449755  0.64738834
 -0.35388362 -1.0184442  -0.6623257  -0.43890163]"
1609,"[ 1.0234114   1.8786416  -0.95834655 -0.82032025  0.7613976   0.65473795
 -0.41201398 -0.9950702  -0.6721569  -0.46028078]"
1610,"[ 1.2522943   1.845089   -1.0645852  -0.7308915   0.612359    0.4402357
 -0.14207073 -1.0398812  -0.6186771  -0.5538705 ]"
1611,"[ 1.4926721   1.4612439  -1.2078284  -0.8133724   0.7099913   0.53084266
 -0.03362323 -1.0441958  -0.686795   -0.4089338 ]"
1612,"[ 1.3258537   1.7550719  -1.0069206  -0.7372707   0.7344034   0.45937932
 -0.29181466 -0.9882956  -0.55324095 -0.6971659 ]"
1613,"[ 1.230227    1.7235461  -1.0063037  -0.7463211   0.82941633  0.57222015
 -0.31336236 -0.9879227  -0.58081496 -0.7206848 ]"
1614,"[-0.8321388  -1.3254659   1.54052     1.5351497  -0.5705719  -0.44732946
 -0.32258937  0.99891376 -0.17188023 -0.4046076 ]"
1615,"[ 1.2398639   1.8499876  -1.0101742  -0.66395205  0.6688013   0.43652374
 -0.17891863 -1.0104207  -0.6388101  -0.69290036]"
1616,"[-1.0063269  -0.9499968   1.3862444   1.1933713  -0.9896131  -0.9456384
 -0.11905491  1.3591373   0.0092348   0.06264202]"
1617,"[ 1.2290655   1.7573427  -1.0026478  -0.73437047  0.7756747   0.60458636
 -0.4363695  -0.98323214 -0.6110569  -0.5989925 ]"
1618,"[ 1.1219872   1.851634   -0.93367237 -0.7025043   0.81514674  0.5412765
 -0.40086514 -0.96132106 -0.5699885  -0.76169336]"
1619,"[ 1.0201104   1.921485   -0.94362324 -0.7956453   0.7157941   0.6462653
 -0.4879379  -0.9540921  -0.69451284 -0.42784464]"
1620,"[-0.84428585 -1.2621803   1.4593606   1.3532801  -0.80779874 -0.75682086
 -0.19745475  1.2067218  -0.05168357 -0.09913816]"
1621,"[ 1.0705202   1.8950425  -0.9485416  -0.78126216  0.7484174   0.631141
 -0.6033327  -0.89732206 -0.6009005  -0.5137621 ]"
1622,"[-9.69198823e-01 -9.47434366e-01  1.37877584e+00  1.19156432e+00
 -9.77323711e-01 -9.69388723e-01 -1.13751434e-01  1.39071727e+00
  1.62449908e-02 -2.05461329e-04]"
1623,"[ 0.96049935  1.9896373  -1.0698464  -0.5941464   0.603187    0.59209406
 -0.22869603 -1.0071913  -0.8021777  -0.44335955]"
1624,"[ 1.1046636   1.9137391  -1.0354627  -0.74318326  0.70481396  0.46307945
 -0.20391124 -1.0183492  -0.60723186 -0.5781576 ]"
1625,"[-0.90021086 -1.1926106   1.3150996   1.5968118  -0.68369186 -0.5796843
 -0.27861467  1.2011039  -0.08111262 -0.39709058]"
1626,"[ 1.2170402   1.8181776  -1.0020603  -0.7432986   0.7239275   0.5235139
 -0.2868624  -0.99111575 -0.6103861  -0.6489354 ]"
1627,"[ 1.0711019   1.8918836  -0.94292474 -0.7781569   0.7598206   0.59565586
 -0.38987485 -0.9460945  -0.5855774  -0.67583275]"
1628,"[ 1.0138621   1.8785487  -0.92177445 -0.8145804   0.7692657   0.69653785
 -0.557291   -0.95822245 -0.631372   -0.47497356]"
1629,"[ 1.2810125   1.771337   -1.0130062  -0.75316113  0.70381063  0.49896395
 -0.19479579 -1.0113759  -0.6451641  -0.6376216 ]"
1630,"[-0.80011994 -1.3118284   1.4561625   1.5585346  -0.5581703  -0.49293375
 -0.3041075   1.095799   -0.18987212 -0.4534641 ]"
1631,"[ 1.1782724   1.8433505  -1.0272144  -0.7141494   0.7247886   0.5503974
 -0.372867   -0.97622305 -0.6206826  -0.58567166]"
1632,"[ 1.1778804   1.8338574  -0.9879688  -0.73582584  0.74798644  0.54565895
 -0.37707454 -0.9921101  -0.68801177 -0.5243921 ]"
1633,"[-0.94022673 -1.13238     1.4112463   1.3631927  -0.86772394 -0.77794176
 -0.18252274  1.2581804  -0.04829846 -0.08352588]"
1634,"[ 0.9696687   1.9866886  -0.95416176 -0.7491039   0.73129153  0.58062065
 -0.7188449  -0.8630823  -0.6021113  -0.38096577]"
1635,"[ 1.1730552   1.8760351  -0.97325945 -0.74089     0.71495634  0.5282639
 -0.4083306  -0.9564739  -0.62017137 -0.5931848 ]"
1636,"[ 1.1609405   1.8770721  -0.986029   -0.73689777  0.73523927  0.4995844
 -0.3551857  -0.97857624 -0.6154861  -0.6006608 ]"
1637,"[ 1.0851876   1.8710616  -0.9722691  -0.7728085   0.7728517   0.5764584
 -0.40744933 -0.99547726 -0.68459815 -0.47295624]"
1638,"[-0.9089672  -1.1709352   1.2996455   1.6614964  -0.5807893  -0.5059811
 -0.30068904  1.1751827  -0.15492173 -0.5140412 ]"
1639,"[ 1.0175245   1.7751137  -1.0386279  -0.892628    0.8396461   0.68817407
 -0.72822285 -0.9626356  -0.5204541  -0.17789   ]"
1640,"[ 1.2013551   1.8201488  -0.98853487 -0.7648147   0.6807005   0.581059
 -0.3018556  -1.0200431  -0.70256    -0.50545394]"
1641,"[-0.78641105 -1.2227862   0.639875    2.0580761  -0.44867247 -0.53644323
 -0.01056984  1.0803564  -0.00870242 -0.7647221 ]"
1642,"[ 1.1383978   1.8907039  -1.0997634  -0.7073897   0.518725    0.52066875
 -0.0880841  -1.0948324  -0.7528946  -0.3255321 ]"
1643,"[ 1.1141995   1.8018014  -0.9454175  -0.751518    0.76287985  0.7105221
 -0.4257161  -0.97150785 -0.684779   -0.6104641 ]"
1644,"[ 1.1467297   1.8947717  -1.0891451  -0.56264144  0.61367464  0.44522247
 -0.04455388 -1.0426807  -0.7070327  -0.65434426]"
1645,"[-0.9694757  -0.95334685  1.4520005   1.1765815  -0.96321696 -0.9313129
 -0.12825821  1.3585755  -0.00618753 -0.03535932]"
1646,"[ 1.3500581   1.6552186  -1.0635431  -0.85775954  0.7607668   0.53563225
 -0.3029728  -1.0322251  -0.5506492  -0.49452558]"
1647,"[ 1.2018191   1.8468448  -1.0465157  -0.8067535   0.7256722   0.47526616
 -0.43355975 -0.97156733 -0.6030953  -0.38811004]"
1648,"[ 1.2618802   1.763821   -1.0399315  -0.67180985  0.71082234  0.53027827
 -0.1887651  -1.012451   -0.6667592  -0.68708587]"
1649,"[-0.8529097  -1.2131876   1.5552813   1.4451061  -0.7003748  -0.57816744
 -0.2707636   1.1210803  -0.18056524 -0.32549912]"
1650,"[ 1.1194559   1.801223   -0.9503329  -0.7227449   0.7762242   0.68135864
 -0.39556777 -0.9934128  -0.67555314 -0.6406507 ]"
1651,"[ 0.83462316  2.0332296  -0.98038405 -0.79374534  0.82580674  0.49447918
 -0.74340034 -0.8700397  -0.5043585  -0.29621038]"
1652,"[ 0.9258216   1.9684649  -0.9073269  -0.74712217  0.8041538   0.6285921
 -0.6030807  -0.8707749  -0.6459798  -0.55274814]"
