,embeddings
837,"[ 1.0249999   1.9382302  -0.86877745 -0.68541694  0.7469596   0.6306438
 -0.50680995 -0.88234    -0.7151787  -0.68231034]"
838,"[ 1.0505693   1.9208859  -0.90896124 -0.6571199   0.72697675  0.6215815
 -0.4027718  -0.91564286 -0.7541141  -0.6814035 ]"
839,"[-0.8859817  -1.1333178   1.5053009   1.3493551  -0.826434   -0.7640146
 -0.19364752  1.2235487  -0.08793496 -0.18687403]"
840,"[ 1.0401913   1.8754206  -0.94634104 -0.7485125   0.7620865   0.67608285
 -0.4671489  -0.9187443  -0.767809   -0.5052254 ]"
841,"[ 1.3153632   1.798271   -1.0351489  -0.75099385  0.6523291   0.4351269
 -0.1829356  -0.98321515 -0.6778986  -0.5708978 ]"
842,"[ 0.99594694  1.9184903  -0.9030708  -0.7704985   0.79432833  0.64728796
 -0.5195408  -0.86894614 -0.7023955  -0.5916005 ]"
843,"[ 1.0640182   1.8743364  -0.9118707  -0.760275    0.72852445  0.6935897
 -0.43416223 -0.9301365  -0.7021116  -0.62191266]"
844,"[ 1.0864891   1.8961508  -0.9379884  -0.7941224   0.7415735   0.6015891
 -0.43316412 -0.9136534  -0.65599835 -0.5908745 ]"
845,"[ 1.1882331   1.8741541  -0.9713818  -0.73041874  0.7073647   0.51262
 -0.34086218 -0.92287385 -0.6742455  -0.6425891 ]"
846,"[ 1.1764792   1.823933   -0.9546179  -0.7396087   0.69959027  0.63910246
 -0.37372896 -0.954114   -0.74703753 -0.5699982 ]"
847,"[ 1.0955838   1.7983761  -0.9635017  -0.79530585  0.7987242   0.69956756
 -0.42912704 -0.9488507  -0.6765796  -0.57888675]"
848,"[ 1.0345986   1.8778312  -0.9252296  -0.7289418   0.75163925  0.7070123
 -0.4831057  -0.9144784  -0.73433423 -0.58499044]"
849,"[ 0.96241254  1.9204935  -0.86971253 -0.7631096   0.7571495   0.7157067
 -0.4508513  -0.9114861  -0.7079198  -0.6526834 ]"
850,"[ 1.0788065   1.8080997  -0.89119077 -0.75122255  0.8026116   0.74112177
 -0.51956254 -0.8961481  -0.68969375 -0.682821  ]"
851,"[-0.7920742  -1.2339656   0.9123391   1.8257906  -0.6921663  -0.7040876
 -0.20798832  1.248649   -0.03108973 -0.32540697]"
852,"[ 1.0160844   1.8973716  -0.873554   -0.7310199   0.7505053   0.7120873
 -0.52718824 -0.8977092  -0.7414663  -0.60511005]"
853,"[ 1.0859425   1.9113308  -0.9089189  -0.7533873   0.7207338   0.60556656
 -0.40472645 -0.8851413  -0.6845224  -0.6868772 ]"
854,"[ 0.7696727   1.1813934  -0.7348292  -0.7799293   1.2141013   1.4236931
 -0.7629882  -0.76311743 -0.779453   -0.7685436 ]"
855,"[-0.8360957  -1.2788979   1.3607613   1.5845697  -0.69444686 -0.58129925
 -0.24553701  1.1451963  -0.16494663 -0.28930396]"
856,"[ 1.1192551   1.847007   -0.95939124 -0.6019126   0.70665985  0.6467787
 -0.2927843  -0.9417514  -0.73262334 -0.7912371 ]"
857,"[ 0.57056975 -1.058011   -0.79128623  0.92362297  1.3329797   1.6115597
 -0.5166966  -0.73279226 -0.6599126  -0.6800334 ]"
858,"[ 1.0333155   1.9062816  -0.9237176  -0.8027371   0.7072277   0.6962755
 -0.50415087 -0.88998264 -0.7166905  -0.5058219 ]"
859,"[ 1.0299461   1.9307116  -0.9224306  -0.8105998   0.7293342   0.61572057
 -0.43715775 -0.9268639  -0.68166065 -0.52699953]"
860,"[ 1.1420203   1.830887   -0.9537255  -0.70987123  0.71652126  0.67146415
 -0.39628062 -0.9283289  -0.73583955 -0.6368461 ]"
861,"[ 1.1279452   1.8090682  -0.93841296 -0.80059856  0.7158324   0.7305867
 -0.45101744 -0.9321078  -0.7296103  -0.53168523]"
862,"[ 1.1492376   1.9014528  -0.9865516  -0.7655404   0.6664948   0.53065425
 -0.30706733 -0.9533175  -0.6964808  -0.53888273]"
863,"[ 1.0796137   1.8530788  -0.8960893  -0.7412719   0.69117206  0.7529471
 -0.46500626 -0.9290495  -0.7702079  -0.5751872 ]"
864,"[ 1.154541    1.8832939  -0.9279379  -0.7265708   0.6846533   0.57010835
 -0.31791875 -0.9407004  -0.6855636  -0.6939054 ]"
865,"[ 1.0823772   1.8695867  -0.92434245 -0.6863197   0.7396289   0.6538117
 -0.37345517 -0.93706745 -0.68587154 -0.738348  ]"
866,"[ 0.9359499   1.9100019  -0.87292546 -0.7567347   0.76265264  0.7697577
 -0.538612   -0.90223837 -0.71598643 -0.59186476]"
867,"[ 1.0661496   1.9254246  -0.9783577  -0.8450023   0.68688446  0.5583002
 -0.2954006  -0.977686   -0.6336179  -0.50669444]"
868,"[ 1.0693978   1.8680612  -0.8985835  -0.73335385  0.77622706  0.64700824
 -0.3981861  -0.9166232  -0.67571765 -0.7382299 ]"
869,"[ 1.0063218   1.9263879  -0.9012719  -0.7964218   0.73896015  0.6619565
 -0.48349765 -0.91468436 -0.6862836  -0.551467  ]"
870,"[ 1.2900169   0.4483555  -0.52549887 -0.7222772   1.4207678   1.299681
 -0.7511138  -0.6806241  -0.7925429  -0.98676413]"
871,"[-0.8879358  -1.1300718   1.4181216   1.3562696  -0.85103446 -0.8094866
 -0.17571868  1.2840587  -0.05788125 -0.14632134]"
872,"[ 1.0745755   1.9463924  -0.8940756  -0.6880228   0.7729461   0.5062208
 -0.45928782 -0.8540422  -0.6607599  -0.7439465 ]"
873,"[ 1.0091568   1.9219892  -0.9370202  -0.7920494   0.7560691   0.63547915
 -0.46527922 -0.925892   -0.67204046 -0.530413  ]"
874,"[ 1.1309338   1.8870591  -0.9262793  -0.6982267   0.7148857   0.5918763
 -0.40301946 -0.91061336 -0.6858791  -0.7007369 ]"
875,"[ 1.0108557   1.8904164  -0.9053587  -0.77012235  0.7589      0.7093735
 -0.52253264 -0.9093558  -0.72075766 -0.5414188 ]"
876,"[ 1.1264071   1.8210695  -0.979625   -0.86280215  0.69812465  0.6914075
 -0.45578602 -0.9486889  -0.69249946 -0.39760667]"
877,"[ 1.0894761   1.8551561  -0.9127585  -0.7590402   0.74283624  0.67868423
 -0.41736084 -0.9257318  -0.7286799  -0.62258047]"
878,"[ 1.1384127   1.8548857  -0.9341439  -0.70314175  0.7113917   0.6318021
 -0.35055077 -0.92296636 -0.7063733  -0.7193155 ]"
879,"[ 1.1732721   1.8420445  -0.96580523 -0.7127899   0.678943    0.6418375
 -0.38350555 -0.92228234 -0.72729146 -0.6244225 ]"
880,"[ 1.1313851   1.9308985  -0.93767506 -0.75774205  0.7469727   0.4745064
 -0.4568889  -0.85623854 -0.63118553 -0.6440341 ]"
881,"[ 1.1510751   1.9126402  -0.90553474 -0.694504    0.7015331   0.52877957
 -0.38832855 -0.8837498  -0.71406454 -0.7078467 ]"
882,"[ 1.1872511   1.8236665  -0.94000924 -0.66127366  0.7412672   0.58977914
 -0.35140377 -0.91211236 -0.74142164 -0.73574394]"
883,"[ 1.1183082   1.9143422  -0.92223704 -0.656041    0.7250912   0.5311449
 -0.36404535 -0.9183916  -0.7074464  -0.72072554]"
884,"[ 1.3357005   1.6331921  -0.99768615 -0.80117935  0.76921     0.64834553
 -0.2988555  -0.96927214 -0.66065675 -0.6587985 ]"
885,"[ 1.116178    1.8517722  -0.9395312  -0.7933382   0.7510114   0.6215413
 -0.39598864 -0.9447486  -0.7068658  -0.5600308 ]"
886,"[-0.8650414  -1.4146261   1.2600453   1.8564689  -0.2533215  -0.11598083
 -0.3747697   0.74310035 -0.19801892 -0.6378562 ]"
887,"[-0.757959   -1.3100017   1.419832    1.5947113  -0.5976175  -0.5305654
 -0.2788716   1.0988338  -0.21249849 -0.42586333]"
888,"[ 1.222626    1.829506   -0.9962127  -0.67735565  0.7190243   0.52214146
 -0.30579472 -0.9317701  -0.7037175  -0.6784474 ]"
889,"[ 1.0718613   1.8827095  -0.89389664 -0.7262004   0.77612585  0.626469
 -0.43704492 -0.90836024 -0.6761473  -0.71551645]"
890,"[ 0.894568    1.9583657  -0.8513643  -0.75349176  0.8243858   0.6768354
 -0.5645171  -0.85544413 -0.675327   -0.65401155]"
891,"[ 1.1379671   1.8215847  -0.95054215 -0.7597765   0.79822206  0.6125005
 -0.4079088  -0.9066474  -0.68504965 -0.6603496 ]"
892,"[ 0.954869    1.9091747  -0.86059713 -0.7859757   0.7610682   0.7544459
 -0.54658663 -0.88528824 -0.7119622  -0.5891486 ]"
893,"[ 1.181556    1.7918282  -0.9639215  -0.7961312   0.7380285   0.65644383
 -0.40731385 -0.95044106 -0.67057526 -0.5794734 ]"
894,"[ 1.1165328   1.8776752  -0.920832   -0.65077615  0.7127575   0.6366159
 -0.40837508 -0.88328725 -0.72749656 -0.75281405]"
895,"[ 1.1936021   1.8824561  -0.9356541  -0.66819143  0.7662504   0.43126488
 -0.35792667 -0.8914198  -0.6595259  -0.76085556]"
896,"[ 1.1214949   1.3445016  -0.8793341  -0.75716907  1.0790871   1.0607436
 -0.51872814 -0.9445167  -0.7923973  -0.7136813 ]"
897,"[-0.7358642  -1.1448045   0.94656837  2.2395809  -0.29959834 -0.2950942
 -0.35086083  0.62028337 -0.30154258 -0.6786682 ]"
898,"[ 1.087427    1.8929836  -0.939796   -0.6779948   0.7014725   0.6445119
 -0.39491364 -0.9244433  -0.75868607 -0.63056076]"
899,"[ 1.1917523   1.8632287  -1.0150906  -0.65329325  0.69781935  0.49158546
 -0.23417556 -0.94263345 -0.6957365  -0.7034564 ]"
900,"[ 1.2635251   1.3214836  -0.9104739  -0.74190927  0.9675201   0.9871939
 -0.3011355  -1.0346069  -0.8098891  -0.741708  ]"
901,"[ 0.98271054  1.9250801  -0.904815   -0.74976116  0.7253723   0.7139721
 -0.5094957  -0.90642464 -0.72635305 -0.55028504]"
902,"[ 1.0264413   1.9216633  -0.9139361  -0.75094813  0.74236387  0.63952994
 -0.4530783  -0.9171368  -0.7164507  -0.578449  ]"
903,"[-0.84265006 -1.2850132   0.9305178   1.8794842  -0.44224495 -0.38573813
 -0.2826789   1.1971905  -0.17558941 -0.593278  ]"
904,"[ 1.1420453   1.8240155  -0.9218333  -0.6972656   0.7684316   0.6624194
 -0.5015872  -0.8858558  -0.71196556 -0.6784042 ]"
905,"[-0.9538841  -1.0639404   1.3797314   1.3159536  -0.9242007  -0.8678926
 -0.14502496  1.3013144  -0.02448311 -0.01757332]"
906,"[ 1.1801392   1.8396567  -0.9648625  -0.7523306   0.75680625  0.5616501
 -0.42069608 -0.90875435 -0.66605735 -0.6255518 ]"
907,"[ 1.1420343  1.8464048 -0.8858877 -0.6910392  0.7579218  0.6287681
 -0.4583062 -0.8934677 -0.7207861 -0.7256433]"
908,"[ 1.1569427   1.8599914  -0.9195168  -0.6281014   0.71965796  0.592434
 -0.38040385 -0.89471704 -0.67149776 -0.83478934]"
909,"[ 1.0752609   1.947301   -0.9109192  -0.6168354   0.70359576  0.5450526
 -0.34871158 -0.8992718  -0.7261102  -0.7693619 ]"
910,"[ 1.124951    1.8125598  -0.99018365 -0.8613944   0.7909447   0.6331122
 -0.49870843 -0.9229341  -0.6052319  -0.48311508]"
911,"[ 0.8674667   1.9699359  -0.9469506  -0.796046    0.7333313   0.6600012
 -0.7486914  -0.87549603 -0.7174158  -0.14613506]"
912,"[ 1.1205221   1.8341464  -0.93242484 -0.7323318   0.73327786  0.6825491
 -0.42918482 -0.9371703  -0.7457816  -0.5936022 ]"
913,"[ 1.1062546   1.894454   -0.9255084  -0.73053485  0.6979809   0.62705374
 -0.4055625  -0.91491294 -0.72397774 -0.625247  ]"
914,"[ 1.0145566   1.8910824  -0.8910799  -0.72376335  0.77277225  0.7044016
 -0.521291   -0.8852149  -0.70445204 -0.65701133]"
915,"[ 1.1972749   1.8571951  -0.96038437 -0.7148563   0.76941836  0.48301113
 -0.38795584 -0.88016486 -0.6377337  -0.72580475]"
916,"[ 1.0421966   1.9500945  -0.9133708  -0.7596505   0.7473468   0.57301825
 -0.5075957  -0.86390847 -0.68253237 -0.5855979 ]"
917,"[ 0.9648604  1.9900278 -0.8466534 -0.7373598  0.7328264  0.6240281
 -0.6110362 -0.8588299 -0.7284379 -0.5294251]"
918,"[ 1.157518    1.8798714  -0.95144725 -0.64903307  0.74096954  0.52808845
 -0.3785296  -0.88408226 -0.6701753  -0.7731787 ]"
919,"[ 0.8804511   1.9832546  -0.87437963 -0.7911117   0.7444888   0.70169973
 -0.5815267  -0.89528006 -0.71248806 -0.45510885]"
920,"[ 1.075278    1.8824553  -0.90411955 -0.766147    0.743776    0.6555788
 -0.48451698 -0.91526026 -0.7211129  -0.5659309 ]"
921,"[ 1.1102895   1.8446447  -0.90435386 -0.72800434  0.7685185   0.64260775
 -0.39419913 -0.9276113  -0.68924    -0.7226515 ]"
922,"[ 1.2239987   1.8160585  -1.010255   -0.6638645   0.67082906  0.57733226
 -0.27875856 -0.9645144  -0.7613343  -0.60949075]"
923,"[ 1.1602226   1.8750194  -0.97050583 -0.68009377  0.68885356  0.57092535
 -0.32373574 -0.9225161  -0.6957511  -0.7024185 ]"
924,"[-1.0024002  -0.88611895  1.3900787   1.1219292  -1.0234156  -1.0227461
 -0.09195516  1.3808517   0.04043906  0.09333698]"
925,"[ 1.0480852   1.8382314  -0.90199506 -0.7720221   0.7954773   0.72083294
 -0.4890635  -0.9201792  -0.70522845 -0.6141382 ]"
926,"[-0.9327723  -1.0447356   1.4134405   1.213343   -0.9475248  -0.94653213
 -0.12175389  1.3263047   0.02171523  0.01851516]"
927,"[ 1.2469231   1.1023537  -0.90049684 -0.7369168   1.1584024   1.1162105
 -0.6108587  -0.92958546 -0.7752343  -0.670798  ]"
928,"[ 1.2971697   1.4575912  -0.9892517  -0.8245712   0.9440228   0.7990167
 -0.34907082 -0.98659647 -0.6592935  -0.68901753]"
929,"[ 1.0880294   1.8760129  -0.8970508  -0.753288    0.77861637  0.6186689
 -0.45134413 -0.8929596  -0.66564137 -0.7010443 ]"
930,"[ 1.0314583   1.9290949  -0.8838318  -0.7449451   0.76502097  0.6262131
 -0.55423546 -0.8521225  -0.68186283 -0.6347899 ]"
931,"[ 1.1623222   1.8406752  -0.93538177 -0.71431893  0.7246549   0.6299562
 -0.40510318 -0.87643176 -0.66708344 -0.7592894 ]"
932,"[ 1.110579    1.7876931  -0.96355873 -0.86284024  0.7823871   0.6938935
 -0.46380857 -0.973311   -0.6663333  -0.44470048]"
933,"[ 1.1728266   1.8829702  -1.0339128  -0.7242039   0.60698247  0.55933595
 -0.25901654 -0.98269475 -0.72159225 -0.50069565]"
934,"[ 0.9800068   1.9207449  -0.869669   -0.72779685  0.7325505   0.72373396
 -0.5104682  -0.91737473 -0.7524328  -0.5792945 ]"
935,"[ 1.0652094   1.9038787  -0.9446874  -0.783927    0.7468672   0.6280288
 -0.5901484  -0.8740149  -0.6328453  -0.51836044]"
936,"[ 1.1539812   1.8706638  -0.9786274  -0.7108141   0.70894957  0.58929425
 -0.40927425 -0.90109384 -0.68757594 -0.6355023 ]"
937,"[ 1.0074809   1.9360784  -0.9186307  -0.78367484  0.7368344   0.6414807
 -0.4778304  -0.90435815 -0.6974004  -0.53998005]"
938,"[-0.9624252  -1.062066    1.3602427   1.3806652  -0.8930358  -0.8183133
 -0.16025333  1.2981756  -0.04976951 -0.09322041]"
939,"[-0.9753879  -0.96711856  1.336205    1.2336324  -0.97806466 -0.9676953
 -0.10883671  1.3783764   0.02412884  0.02476021]"
940,"[ 1.1233717   1.8668842  -0.93016464 -0.74560475  0.7424377   0.630523
 -0.48560202 -0.8724327  -0.6982904  -0.6311227 ]"
941,"[ 0.9676515   1.948331   -0.87725747 -0.76968384  0.79810274  0.6246029
 -0.5709404  -0.87458366 -0.69781274 -0.54841065]"
942,"[ 1.4706036   1.3455013  -1.0047909  -0.86537915  0.96593577  0.7149683
 -0.54218227 -0.92435706 -0.54334486 -0.6169546 ]"
943,"[ 1.1224765   1.8694407  -0.90764165 -0.69264746  0.72920156  0.6327658
 -0.4280868  -0.89761776 -0.6902271  -0.7376633 ]"
944,"[ 1.2106616   1.80782    -0.92788124 -0.6404241   0.70938706  0.6001673
 -0.30409727 -0.91397244 -0.6831668  -0.8584931 ]"
945,"[ 1.1292009   1.8555596  -0.9475072  -0.78148246  0.7637455   0.5939402
 -0.40976918 -0.91413265 -0.6781185  -0.61143553]"
946,"[ 1.1382302   1.8265892  -0.9399174  -0.7495376   0.72871065  0.67744726
 -0.41934603 -0.92526615 -0.72831035 -0.60860056]"
947,"[ 1.0342299   1.926937   -0.8893274  -0.76731014  0.75774497  0.61253554
 -0.45859182 -0.8987296  -0.6928544  -0.62463456]"
948,"[-0.9536632  -0.9878036   1.4525213   1.1639223  -0.96944815 -0.9677741
 -0.11465099  1.326415    0.02174579  0.02873597]"
949,"[ 1.0185016   1.9089378  -0.8977911  -0.752187    0.7321041   0.69284666
 -0.45926565 -0.90639275 -0.717653   -0.6191004 ]"
950,"[ 1.0835826   1.8782105  -0.9313242  -0.78532714  0.70301527  0.6602552
 -0.3982531  -0.9462776  -0.7567572  -0.50712425]"
951,"[ 1.0290922   1.9691049  -0.88784826 -0.74955606  0.7269008   0.57878584
 -0.5186145  -0.86962533 -0.7021754  -0.5760638 ]"
952,"[-0.93913966 -1.0765196   1.0707818   1.6865289  -0.7996986  -0.75914335
 -0.1869147   1.2741894   0.03434299 -0.30442747]"
953,"[ 1.1452786   1.904036   -0.9610447  -0.6596342   0.73653126  0.49920955
 -0.37119782 -0.8712481  -0.66214657 -0.75978434]"
954,"[ 1.0266161   1.9025476  -0.91304207 -0.75549126  0.72518396  0.6966468
 -0.49917054 -0.9191421  -0.7262052  -0.5379429 ]"
955,"[ 1.1357638   1.8499603  -0.9442035  -0.69774634  0.72159827  0.6539468
 -0.4398404  -0.906869   -0.72546065 -0.64714974]"
956,"[ 1.1358292   1.8937294  -0.95745176 -0.69034845  0.7468176   0.5342526
 -0.40188673 -0.8740683  -0.6917304  -0.6951435 ]"
957,"[ 0.8370814   1.968246   -0.82720906 -0.733065    0.7968132   0.75836676
 -0.6245479  -0.8455564  -0.7095876  -0.6205411 ]"
958,"[ 1.0865784   1.937751   -0.936943   -0.6125027   0.71951824  0.54045963
 -0.38862535 -0.8629073  -0.6874757  -0.7958534 ]"
959,"[ 1.1096351   1.8835824  -0.9221667  -0.728729    0.7583595   0.5851103
 -0.41518244 -0.8917779  -0.64643157 -0.73239976]"
960,"[ 1.1883514   1.7333143  -0.9717477  -0.8753405   0.83091855  0.6376124
 -0.42355347 -0.95976156 -0.6176635  -0.5421294 ]"
961,"[ 1.0925899   1.8914618  -0.8774282  -0.65985847  0.7770262   0.56906784
 -0.3963404  -0.89538866 -0.6790911  -0.82203835]"
962,"[ 1.174457    1.8706712  -0.954019   -0.71931905  0.7016944   0.5546441
 -0.34482944 -0.9179308  -0.67792684 -0.6874404 ]"
963,"[ 1.0431954   1.8556609  -0.9470362  -0.8801056   0.71861637  0.7152581
 -0.40474504 -0.9679014  -0.68129444 -0.4516472 ]"
964,"[ 1.1501309   1.8955246  -0.9234044  -0.68979704  0.71531504  0.53775525
 -0.36442998 -0.9040321  -0.68960506 -0.7274576 ]"
965,"[ 1.0317112   1.9368477  -0.8993325  -0.7567266   0.7024768   0.65325105
 -0.47210532 -0.904029   -0.7078674  -0.58422583]"
966,"[-0.9476966  -1.0301825   1.4395318   1.2469575  -0.932635   -0.8974153
 -0.13651213  1.3107468  -0.01658391 -0.03621066]"
967,"[ 1.4774747   1.2398789  -1.0143768  -0.70469457  1.0261477   0.7718479
 -0.425145   -0.91429305 -0.6109147  -0.84592515]"
968,"[ 1.0265877   1.937775   -0.9209676  -0.73208934  0.72809035  0.6354228
 -0.47612247 -0.8796553  -0.69634694 -0.62269384]"
969,"[ 0.9710646   1.9014772  -0.8833709  -0.77491146  0.7527859   0.74162424
 -0.542238   -0.9172984  -0.7434502  -0.5056836 ]"
970,"[ 1.1540918   1.8828946  -0.94020635 -0.71829855  0.70671487  0.56712097
 -0.378832   -0.91011095 -0.6983561  -0.6650182 ]"
971,"[ 1.1709334   1.6521871  -0.9945194  -0.912323    0.7906817   0.8034866
 -0.48245698 -0.9872553  -0.69069153 -0.3500426 ]"
972,"[ 1.1175865   1.890263   -0.9232129  -0.7507622   0.7159969   0.6005912
 -0.38989154 -0.9022079  -0.68152964 -0.6768328 ]"
973,"[ 1.2130184   1.774066   -0.9688429  -0.7814553   0.7390918   0.63048774
 -0.3853717  -0.9631419  -0.73121357 -0.526639  ]"
974,"[ 1.148384    1.8064797  -0.92679864 -0.7128956   0.7953362   0.63396055
 -0.39921245 -0.90376794 -0.6973251  -0.7441599 ]"
975,"[ 1.2774279   1.7771981  -0.9765319  -0.74323446  0.73026985  0.5229217
 -0.28206375 -0.94167084 -0.68037134 -0.683946  ]"
976,"[ 1.016426    1.9344289  -0.8858933  -0.7503287   0.76186025  0.6338548
 -0.52817774 -0.8635561  -0.6791633  -0.6394509 ]"
977,"[ 0.8345192   1.976476   -0.84956616 -0.78039765  0.7703851   0.7443776
 -0.6295443  -0.8906226  -0.72594696 -0.44968084]"
978,"[ 1.1550227   1.6735282  -0.98200387 -0.69719434  0.9161863   0.63519627
 -0.20485462 -0.99052477 -0.66382486 -0.8415309 ]"
979,"[ 1.0678982   1.942807   -0.928765   -0.77069104  0.7484844   0.5389761
 -0.45408735 -0.8749882  -0.63773644 -0.6318973 ]"
980,"[-0.9688514  -0.96622103  1.4192547   1.1757209  -0.9789171  -0.9637601
 -0.11208061  1.3529739   0.01592302  0.02595823]"
981,"[ 1.1356207   1.8695585  -0.93300116 -0.7232276   0.76061326  0.5674114
 -0.4150002  -0.9160349  -0.7174508  -0.6284891 ]"
982,"[ 1.2498174   1.5704811  -0.9552939  -0.7456242   1.0591289   0.61181986
 -0.7154565  -0.82146156 -0.49492761 -0.75848305]"
983,"[-0.9769866  -0.93681574  1.4002572   1.1570761  -0.99799186 -0.99627113
 -0.09967507  1.3660927   0.03565216  0.04866206]"
984,"[ 0.92411125  1.9756957  -0.8597119  -0.736657    0.7793179   0.6594315
 -0.5772572  -0.8432404  -0.68297005 -0.6387195 ]"
985,"[-0.9080542  -1.1586542   1.3736103   1.4375737  -0.83445615 -0.76047164
 -0.18623704  1.2441089  -0.08252905 -0.12489087]"
986,"[ 1.1425557   1.804136   -0.9119836  -0.70360804  0.77337337  0.6881827
 -0.48584864 -0.91206825 -0.7148658  -0.6798736 ]"
987,"[-0.78815097 -1.3649076   1.3826718   1.6165518  -0.62141114 -0.51748824
 -0.2711543   1.0603807  -0.15965898 -0.33683294]"
988,"[ 1.1683049   1.8348981  -0.96834683 -0.64070904  0.6826998   0.6309665
 -0.29730558 -0.94594544 -0.72402006 -0.74054265]"
989,"[ 1.1114637   1.8378856  -0.9082931  -0.7099021   0.7734055   0.656895
 -0.4266635  -0.9124564  -0.6790327  -0.74330145]"
990,"[ 1.4185182   1.3313218  -1.0527492  -0.7398579   0.85144377  0.84721166
 -0.20612781 -1.0296185  -0.76479137 -0.6553502 ]"
991,"[ 0.93724716  1.6629595  -0.925961   -0.907116    0.9266114   0.95046836
 -0.6101778  -0.9744232  -0.6536383  -0.4059704 ]"
992,"[ 1.1173929   1.879307   -0.93517804 -0.70689636  0.7060295   0.6232657
 -0.37291634 -0.9298608  -0.7124059  -0.66873705]"
993,"[ 1.0546939   1.8675208  -0.91501075 -0.6596871   0.7426958   0.69374776
 -0.37888065 -0.9254053  -0.7361425  -0.7435326 ]"
994,"[ 1.083037    1.864224   -0.8976308  -0.71713     0.71478015  0.7189902
 -0.5019255  -0.9076251  -0.740682   -0.6160377 ]"
995,"[ 1.1186364   1.8622035  -0.95826185 -0.8567306   0.7634109   0.5747834
 -0.45297226 -0.93460745 -0.64041007 -0.47605243]"
996,"[ 1.040299    1.8757379  -0.8980963  -0.775936    0.7884036   0.67401314
 -0.48152047 -0.89557177 -0.6588658  -0.6684628 ]"
997,"[-0.8988536  -1.172784    1.3773702   1.4659113  -0.8191481  -0.74086964
 -0.19305275  1.2182609  -0.09362075 -0.14321364]"
998,"[ 1.0321299   1.9173715  -0.892727   -0.74281436  0.76444155  0.6448473
 -0.53217524 -0.8619687  -0.66468555 -0.6644193 ]"
999,"[ 0.9983812   1.897864   -0.9075252  -0.76545125  0.7931701   0.6825585
 -0.4989468  -0.88494116 -0.65778434 -0.6573252 ]"
1000,"[ 1.1198305   1.8762108  -0.8970474  -0.7007111   0.74651194  0.6117377
 -0.4515014  -0.8928633  -0.7211064  -0.6910619 ]"
1001,"[ 1.1576467   1.7681866  -0.9961846  -0.91532177  0.74527496  0.6727616
 -0.40292808 -0.974809   -0.64221966 -0.41240752]"
1002,"[-0.9211266  -1.1426327   1.1499152   1.626545   -0.8203196  -0.79063606
 -0.17316315  1.235546   -0.01168955 -0.15243872]"
1003,"[ 1.1082462   1.8834965  -0.96040577 -0.80010504  0.73971874  0.5945761
 -0.4228458  -0.8992129  -0.63741094 -0.60605615]"
1004,"[ 1.0822972   1.8513161  -0.9446914  -0.7438726   0.77504647  0.6567343
 -0.4128747  -0.92384714 -0.6980808  -0.6420279 ]"
1005,"[ 0.99932545  1.9394168  -0.9128126  -0.722268    0.77651507  0.6105658
 -0.43284273 -0.8744625  -0.6783059  -0.7051316 ]"
1006,"[ 1.0849028   1.8651053  -0.9109679  -0.67507523  0.81188095  0.5904322
 -0.40950245 -0.89444226 -0.6472326  -0.8151009 ]"
1007,"[ 1.1839901   1.8765838  -0.9415022  -0.7362541   0.6852283   0.5656147
 -0.4319877  -0.9065868  -0.72340226 -0.57168335]"
1008,"[ 0.9463313   1.8391322  -0.9542052  -0.8395407   0.835006    0.75127935
 -0.7495249  -0.90059143 -0.6083712  -0.3195154 ]"
1009,"[ 1.3209158   1.787309   -0.98393637 -0.781118    0.66755     0.50989944
 -0.34095058 -0.9457851  -0.6660343  -0.56785005]"
1010,"[ 1.2118915   1.8226197  -0.9795069  -0.6886616   0.687401    0.58553225
 -0.28988957 -0.9383162  -0.7175266  -0.6935432 ]"
1011,"[ 1.0491589   1.8153899  -0.9679342  -0.88506085  0.7664178   0.74041
 -0.5409188  -0.9479568  -0.6301543  -0.39935237]"
1012,"[-0.41183951 -1.897162    0.57219064  1.8930848   0.11243226  0.21936478
 -0.42911008  0.67248774  0.05578834 -0.78723735]"
1013,"[ 1.0757282   1.9074345  -0.9389259  -0.66029274  0.679075    0.64916277
 -0.37077683 -0.93154407 -0.75629103 -0.6535696 ]"
1014,"[ 0.9319925   1.9359117  -0.8858921  -0.78539693  0.7824167   0.69944406
 -0.5296739  -0.8997238  -0.6967529  -0.55232483]"
1015,"[-0.96150184 -0.98182315  1.423518    1.1853795  -0.9729729  -0.9665
 -0.11237496  1.3361617   0.02498354  0.02513038]"
1016,"[ 1.638911    0.8837719  -0.9040716  -0.66104287  1.1404347   0.8633799
 -0.64701635 -0.8373042  -0.6336179  -0.8434441 ]"
1017,"[ 0.9867069   1.9200827  -0.8970926  -0.73772603  0.7378389   0.70282245
 -0.45818737 -0.9241388  -0.70689905 -0.6234076 ]"
1018,"[ 1.0555729   1.8499683  -1.004547   -0.75271076  0.87176514  0.5831771
 -0.7228712  -0.83771116 -0.62074584 -0.42189705]"
1019,"[ 1.0918928   1.9129157  -0.9008356  -0.6982694   0.75039786  0.5759322
 -0.46497384 -0.8851403  -0.6832414  -0.69867873]"
1020,"[-0.99547213 -0.9447482   1.3069983   1.1613132  -1.0251819  -1.0373038
 -0.09644479  1.3697087   0.04963767  0.2114929 ]"
1021,"[ 1.1479025   1.8506389  -0.95339024 -0.6418239   0.7071418   0.6317242
 -0.3706463  -0.91935587 -0.7405083  -0.71168286]"
