,embeddings
741,"[-0.2441867  -0.17444538  1.0694207  -1.1060785  -1.2703507  -0.34782615
  0.1711751   1.3084157  -0.90524715  1.4991237   1.0854894   1.8701355
 -0.9126696  -0.7412849   0.76778275  0.6261369  -0.386327   -0.9185235
 -0.6833903  -0.7073492 ]"
742,"[-0.27977976 -0.16806614  1.1066003  -1.1097759  -1.2586682  -0.49900076
  0.14447121  1.3614942  -0.76277715  1.4655017   1.1400255   1.8956696
 -1.0022928  -0.5980895   0.6961785   0.5130175  -0.2538018  -0.92346853
 -0.6947586  -0.7724809 ]"
743,"[-0.23705454 -0.17624044  1.0431917  -1.1219264  -1.2844597  -0.32717103
  0.175765    1.3087     -0.8890701   1.5082655   1.1747663   1.8683878
 -0.992624   -0.6868851   0.7621362   0.45979574 -0.29218307 -0.92908776
 -0.66743815 -0.6968679 ]"
744,"[-0.27511266 -0.1709496   1.0810212  -1.0866653  -1.2282562  -0.59553045
  0.16303101  1.4002069  -0.74876165  1.461016    1.088733    1.9248614
 -0.93962944 -0.7680099   0.72372043  0.5588437  -0.42050377 -0.9041438
 -0.6942357  -0.56963617]"
745,"[-0.293554    0.42719483 -1.1449682  -0.48444062  1.7274139  -0.27939895
  0.04206144 -1.0674291   1.6335344  -0.5604139   1.2372451   1.757217
 -0.9450816  -0.70709884  0.7953794   0.5613885  -0.31200844 -0.9322155
 -0.6384592  -0.81636614]"
746,"[-0.47389644 -0.14912127  1.2379588  -0.9680629  -1.1137402  -0.9834816
 -0.03354739  1.7415056  -0.2478023   0.99018687  0.9246388   1.9445902
 -0.8866133  -0.7964626   0.7415193   0.7286179  -0.56246907 -0.8957597
 -0.7130691  -0.48499224]"
747,"[-0.07948563  0.14526275 -0.7451854  -0.68558323 -0.57097495 -0.55850714
 -0.15169226 -0.6617014   2.4838316   0.8240356  -0.8078571  -1.3473698
  0.89657474  2.011335   -0.39755514 -0.34808275 -0.29968747  0.9697909
 -0.07037271 -0.60677576]"
748,"[-0.24447627 -0.16718167  1.0357425  -1.1301004  -1.2626067  -0.44842994
  0.18467233  1.2531343  -0.8060072   1.585254    1.0161393   1.9148874
 -0.87454    -0.726129    0.8062027   0.62702805 -0.52621    -0.86080945
 -0.6952574  -0.6813103 ]"
749,"[-0.02807247 -0.05545198  0.08920538 -1.3095565  -1.5010239   0.96785945
  0.13079032 -0.03497742 -0.25835696  1.9995848  -0.9764678  -0.9124099
  1.4222642   1.1311101  -1.0017599  -1.0061852  -0.09829457  1.3725091
  0.03545047  0.03378351]"
750,"[-0.28555366 -0.17046726  1.1991912  -1.0534226  -1.1970725  -0.7501752
  0.10998137  1.5952226  -0.6284377   1.1807332   1.1966724   1.8759118
 -0.96094996 -0.7095545   0.7218832   0.47682735 -0.31828845 -0.91005504
 -0.65271544 -0.71973085]"
751,"[-0.2716048  -0.16589166  1.0175698  -1.1534045  -1.2939171  -0.422945
  0.15522024  1.3867496  -0.7333016   1.4815254   0.8779692   1.9168056
 -0.8297244  -0.7206799   0.87341064  0.73169625 -0.63543195 -0.82247317
 -0.67987514 -0.7116969 ]"
752,"[-0.17976062 -0.17028667  1.0007411  -1.1338362  -1.32528    -0.10422677
  0.18725745  1.136295   -1.006344    1.5954409   1.1023387   1.8860446
 -0.96446043 -0.7306745   0.7152185   0.6010428  -0.3360344  -0.945215
 -0.6983233  -0.6299367 ]"
753,"[-0.2714376  -0.16056532  0.99001837 -1.150104   -1.282229   -0.58818936
  0.16195112  1.2867221  -0.59121245  1.6050463   1.0274513   1.8941817
 -0.91060305 -0.7206103   0.76901054  0.67100847 -0.48190182 -0.91253555
 -0.734754   -0.6012474 ]"
754,"[-0.19676346 -0.17511551  0.91801983 -1.1162771  -1.3374221  -0.07215671
  0.19024163  1.0577109  -0.9804472   1.7122086   1.328127    1.7135206
 -1.0721338  -0.8357401   0.6622178   0.5383254  -0.20039195 -1.0122572
 -0.68284863 -0.43881944]"
755,"[-0.03046181 -0.15858668  0.6827949  -1.0739621  -1.343991    0.6555583
  0.23104137  0.5096356  -1.2633923   1.7913632   1.1321176   1.8264923
 -0.9172668  -0.71653277  0.7617801   0.65667427 -0.40954745 -0.92502505
 -0.71659344 -0.69209903]"
756,"[-0.24227038 -0.16336243  1.030498   -1.1757232  -1.4659925  -0.1745975
  0.05297896  1.2436327  -0.6344671   1.5293039   0.8928137   1.9262992
 -0.86345494 -0.7787822   0.7880787   0.76725036 -0.60047597 -0.8825392
 -0.6979873  -0.5512028 ]"
757,"[-0.22685364 -0.17326827  1.001137   -1.1001102  -1.3346379  -0.02859771
  0.15686573  1.0995973  -1.0212008   1.6270679  -0.96264106 -0.973413
  1.4166938   1.1784346  -0.97838014 -0.9687703  -0.10957572  1.3494997
  0.02380909  0.02434295]"
758,"[-0.18168302 -0.16568397  0.8804303  -1.1351798  -1.3610321   0.02600336
  0.18002076  0.89521736 -0.9506043   1.8125107   0.9931101   1.9271046
 -0.88985187 -0.7344628   0.78551483  0.65348035 -0.53727615 -0.8629898
 -0.6849633  -0.64966613]"
759,"[-0.24755663 -0.17487937  1.0424716  -1.1083786  -1.3049846  -0.20464745
  0.15751116  1.2057123  -0.9411974   1.5759484   1.2531916   1.7956306
 -1.0094016  -0.7305824   0.69596773  0.53926134 -0.24803098 -0.9627491
 -0.65736467 -0.6759227 ]"
760,"[-0.21554951 -0.17226034  0.98932123 -1.1128798  -1.2948908  -0.20892523
  0.18991882  1.1364827  -0.9635344   1.652318   -0.96371335 -0.9210298
  1.4135287   1.1255362  -1.0019368  -1.0177226  -0.09488006  1.3806735
  0.03829374  0.0412507 ]"
761,"[-0.23172294 -0.17065969  1.0205011  -1.1232014  -1.2755181  -0.33733785
  0.18542989  1.2640452  -0.8941446   1.5626078   1.1719043   1.8673495
 -1.0273718  -0.59761786  0.5982372   0.5881411  -0.2311687  -0.98405504
 -0.83712864 -0.5482894 ]"
762,"[-0.26050505 -0.176397    1.0101055  -1.1260269  -1.2555097  -0.51137495
  0.19728231  1.335401   -0.7560619   1.5430869   1.2244289   1.8132296
 -0.9368668  -0.7234347   0.70076287  0.6004556  -0.35523725 -0.9253569
 -0.68129474 -0.7166857 ]"
763,"[-0.23858118 -0.12836619 -0.41135126 -1.0375931  -0.985522   -1.0586785
  0.2227369   1.4535156   1.813668    0.37017214  1.3105038   1.6430583
 -1.0187281  -0.8740487   0.73226154  0.696042   -0.3967588  -0.98868644
 -0.6428063  -0.46083775]"
764,"[-0.33630255  0.39895537 -1.0649401  -0.40495414  2.224358   -0.21590741
 -0.08378516 -1.0266268   1.0434735  -0.5342707   1.3120558   1.5767266
 -1.01257    -0.84592324  0.7838476   0.7562764  -0.38725397 -1.000788
 -0.6767542  -0.50561744]"
765,"[-0.2574493   0.22808133  0.27655202 -1.2551181  -1.3129499   0.21335468
 -0.54825956  0.47316444  2.2213874  -0.0387627   1.064664    1.9088223
 -0.8814749  -0.7215543   0.715489    0.6605539  -0.51407856 -0.90118396
 -0.7507308  -0.5805065 ]"
766,"[-0.22923827 -0.17325431  1.05132    -1.1045291  -1.2741169  -0.34487095
  0.17646801  1.2933224  -0.91473866  1.5196364   1.0636145   1.8360217
 -0.8913855  -0.6522613   0.7936834   0.7090229  -0.4549974  -0.8897637
 -0.74303555 -0.7708985 ]"
767,"[-0.22657858 -0.17780949  1.1404685  -1.0619774  -1.418179    0.02895294
  0.0642349   1.2308661  -0.9877248   1.4077479   1.0326133   1.9062046
 -0.92970574 -0.6843789   0.7296591   0.6720761  -0.43408644 -0.91381735
 -0.75843716 -0.6201271 ]"
768,"[-0.27487284 -0.17193845  1.0594479  -1.0969043  -1.2582127  -0.47403952
  0.15765554  1.3532825  -0.7996606   1.5052423  -0.9225302  -1.1043205
  1.4440641   1.3925656  -0.85018677 -0.7756196  -0.183116    1.2318181
 -0.08116478 -0.1515102 ]"
769,"[-0.29556584  0.44482628 -1.0512737  -0.3804871   1.4144323  -0.25479448
 -0.22069678 -1.0232378   1.9813766  -0.6145796  -0.96478164 -1.0373611
  1.4340212   1.319385   -0.9113497  -0.8445047  -0.15591091  1.2732129
 -0.04210623 -0.07060453]"
770,"[-0.4199338  -0.09954603  1.0962136  -1.111981   -1.3167726  -0.85290605
 -0.12336405  1.776245    0.21734856  0.8346956   1.3309895   1.7653205
 -1.0206951  -0.7540705   0.6958493   0.48809302 -0.29452023 -0.94181544
 -0.6416144  -0.62753636]"
771,"[-0.19979046 -0.17049879  1.0516692  -1.1489111  -1.2893293  -0.33040705
  0.19666123  1.277448   -0.8923657   1.5055246  -0.9830455  -1.2360098
  1.1707553   1.9739434  -0.35205916  0.19918287 -0.41936907  0.63265973
 -0.41278446 -0.57327306]"
772,"[-0.16901469 -0.17332225  0.95730776 -1.1221507  -1.3181859  -0.02709319
  0.20384923  1.0527551  -1.0622226   1.6580772   1.1940624   1.7859777
 -0.97828037 -0.8509876   0.76924074  0.59748006 -0.40762702 -0.9599632
 -0.62855154 -0.5213511 ]"
773,"[-0.5614353  -0.21620941  0.9884735  -0.95138663 -1.051453   -1.0613552
  0.00423561  1.9998301   0.13846262  0.71083635  1.0018383   1.9285083
 -0.8699127  -0.73256135  0.77159435  0.64272374 -0.4725547  -0.9056112
 -0.71037    -0.65365505]"
774,"[-0.24702898 -0.17079183  1.0739619  -1.1230005  -1.2660251  -0.40969086
  0.17299679  1.3126948  -0.84539247  1.5022755  -0.95186895 -1.0350578
  1.44623     1.2317237  -0.9422891  -0.9145857  -0.12840335  1.293447
 -0.00155087  0.0023549 ]"
775,"[-0.22844422 -0.1712613   1.0608592  -1.1338812  -1.3102164  -0.26637605
  0.15742585  1.3140494  -0.8945661   1.4724108   1.0157472   1.923669
 -0.89860076 -0.76223147  0.7221571   0.6714073  -0.44698587 -0.92026395
 -0.7192101  -0.58568925]"
776,"[-0.24221367 -0.17200775  1.1075839  -1.1115685  -1.3187636  -0.22817469
  0.13498794  1.2881675  -0.9193306   1.4613189   1.3468573   1.5728312
 -1.0164694  -0.81451976  0.7862061   0.69306374 -0.29270253 -1.021734
 -0.65660715 -0.5969252 ]"
777,"[-0.23434234 -0.17136149  1.0498508  -1.1168104  -1.2794005  -0.31553087
  0.17703147  1.2791357  -0.91399693  1.5254251   1.0914211   1.9418904
 -0.92983836 -0.736911    0.8077693   0.43623313 -0.45371184 -0.85522133
 -0.61174065 -0.68989074]"
778,"[-0.33410722 -0.16226742  1.1862167  -1.0443172  -1.1964871  -0.7112418
  0.09617242  1.5480386  -0.64762676  1.26562     1.0995494   1.8756047
 -0.94380325 -0.8093066   0.71801174  0.6432857  -0.4686829  -0.92172384
 -0.6892399  -0.50369483]"
779,"[-0.2692642  -0.16850057  1.0783061  -1.0863408  -1.2678816  -0.44971988
  0.14726196  1.3099133  -0.821518    1.5277435   1.5143877   1.1360458
 -1.0762224  -0.6296455   0.9848621   0.7878561  -0.1213778  -0.91119796
 -0.78527313 -0.89943486]"
780,"[-0.13791597 -0.17208768  0.8260564  -1.1620574  -1.4156346   0.11604709
  0.18991943  0.9735596  -0.95270485  1.7348186   1.1032836   1.8497272
 -0.9166886  -0.74477875  0.76300293  0.6582689  -0.4449073  -0.9156073
 -0.6843035  -0.667997  ]"
781,"[-0.27377516 -0.15790643  0.9371833  -1.1733915  -1.3109425  -0.6037547
  0.15733762  1.3619478  -0.49715987  1.5604607  -0.9761147  -0.9313772
  1.4101586   1.1637354  -0.9930934  -0.9914528  -0.10325409  1.3620842
  0.02847182  0.03084191]"
782,"[-0.25352702 -0.17147735  0.9093948  -1.1346487  -1.25306    -0.51353204
  0.23792323  1.2737572  -0.7451816   1.6503507   1.089319    1.8524345
 -0.9143892  -0.7245405   0.77105635  0.6633925  -0.43979073 -0.9146815
 -0.6969214  -0.68587875]"
783,"[-0.24213785 -0.17069766  1.031563   -1.1110172  -1.2744086  -0.37186098
  0.17671148  1.2495766  -0.86963266  1.5819045   1.0475633   1.8665876
 -0.9119671  -0.77646154  0.7523989   0.7033221  -0.44626752 -0.93560725
 -0.6954083  -0.6041606 ]"
784,"[-0.11577611 -0.16414927  0.80175024 -1.1026708  -1.3964199   0.39059272
  0.17397611  0.66780186 -1.08439     1.8292853   0.98296565  1.9429735
 -0.8977699  -0.7436694   0.78394985  0.63059634 -0.51460475 -0.8713974
 -0.680768   -0.6322746 ]"
785,"[-0.4807505  -0.08802842  1.1752769  -1.0601294  -1.8121316   0.43430924
 -0.47623137  1.45492     0.23100999  0.62175506  1.1660073   1.9236506
 -0.9523895  -0.7566412   0.7046092   0.48819357 -0.47361928 -0.84487087
 -0.6212681  -0.633672  ]"
786,"[-0.2473682  -0.16050564  1.0136635  -1.1582024  -1.2891312  -0.3624822
  0.17495844  1.250713   -0.805192    1.5835469   1.1285387   1.8419943
 -0.91808003 -0.6947723   0.75572574  0.64256406 -0.42357028 -0.90992486
 -0.6623763  -0.76009905]"
787,"[-0.23808375 -0.16344164  0.8520492  -1.2164273  -1.3431565  -0.26144838
  0.21109392  1.1691972  -0.71663517  1.706853    1.0838666   1.8880714
 -0.9353212  -0.77601314  0.7146578   0.6557618  -0.48145232 -0.908754
 -0.70756966 -0.5332478 ]"
788,"[-0.25669962 -0.17121767  0.9946461  -1.1327115  -1.2695509  -0.5001287
  0.1834772   1.3442893  -0.7369776   1.5448731   1.1134626   1.9036505
 -0.9719636  -0.7749436   0.73573154  0.565553   -0.50987047 -0.8704139
 -0.6332934  -0.55791223]"
789,"[-0.20555776 -0.17875917  1.0058365  -1.1454617  -1.3151672  -0.21634355
  0.18978089  1.32443    -0.9312374   1.4724799   1.0714606   1.9086632
 -0.9228467  -0.73626405  0.70860136  0.6278468  -0.38343063 -0.9351377
 -0.6931065  -0.64578646]"
790,"[-0.61726344 -0.14760605  1.1826133  -0.88077164 -1.6484305  -0.01317888
 -0.37239096  1.4432147  -0.15447623  1.2082887   1.1364151   1.8493978
 -0.9415792  -0.7049907   0.7523913   0.5925062  -0.3374561  -0.9393961
 -0.68153864 -0.72575   ]"
791,"[-0.37834066  0.39915547 -1.1775869  -0.46841836  2.2932975   0.17479654
  0.04372205 -1.1544707   0.5981713  -0.3303263   1.1943665   1.8641418
 -0.9622543  -0.682043    0.699944    0.53670365 -0.33453324 -0.90843445
 -0.68015486 -0.72773534]"
792,"[-0.2641568  -0.16627598  0.9987027  -1.1200434  -1.2628238  -0.5387153
  0.17189613  1.3341002  -0.7159444   1.5632602  -0.987185   -1.0529351
  1.2512331   1.5032811  -0.8901271  -0.85052186 -0.15782566  1.2410078
  0.0386598  -0.09558696]"
793,"[-0.2971218  -0.16588444  1.148425   -1.069236   -1.2323303  -0.55307555
  0.12507682  1.3879517  -0.776478    1.4326732   1.0737209   1.8699796
 -0.89558697 -0.6502987   0.7507093   0.6857786  -0.48538715 -0.8884006
 -0.7362336  -0.7242808 ]"
794,"[-0.31724945 -0.11446269  0.7662821  -1.2849419  -1.6422099  -0.03615771
 -0.05204586  1.2673873  -0.11244749  1.5258452   1.062573    1.887434
 -0.91672295 -0.7104353   0.81511253  0.5684887  -0.37974083 -0.90390414
 -0.6766752  -0.74612945]"
795,"[-0.305286   -0.16015789  1.2158345  -1.1030128  -1.5287591  -0.03393142
 -0.08271708  1.3977604  -0.6237871   1.2240572   1.2226993   1.7383989
 -0.9466122  -0.6833582   0.770837    0.6634169  -0.3638116  -0.936178
 -0.6930976  -0.7722941 ]"
796,"[-0.47962376 -0.05625333  1.0180714  -1.0215518  -1.1892291  -1.0443739
 -0.26684898  1.749109    0.97567624  0.31502548 -0.9663051  -1.069604
  1.3525615   1.3818613  -0.9108926  -0.8325093  -0.15427096  1.2780719
 -0.04499033 -0.03392256]"
797,"[-4.3794402e-01 -1.5075040e-01  1.3640426e+00 -9.2451328e-01
 -1.5666602e+00  1.2515803e-03 -2.7692702e-01  1.4315809e+00
 -5.3638786e-01  1.0963085e+00  1.1160148e+00  1.8803351e+00
 -9.1891223e-01 -7.1316445e-01  7.1317047e-01  6.3226712e-01
 -4.2546320e-01 -9.1308731e-01 -7.2222251e-01 -6.4893824e-01]"
798,"[-0.28170687 -0.15210989  0.87720346 -1.1863163  -1.5234307   0.03130163
  0.04436624  1.0341156  -0.574676    1.7312522   1.1413      1.9151763
 -0.9745549  -0.6936197   0.6949207   0.5270342  -0.3825857  -0.9002713
 -0.67192155 -0.65547705]"
799,"[-0.24879864 -0.17167535  1.0364034  -1.1155273  -1.2551444  -0.46947724
  0.18764362  1.312444   -0.81572723  1.5398598   1.1066258   1.8222026
 -0.9346583  -0.77461624  0.731391    0.7117446  -0.43439153 -0.9556041
 -0.7548331  -0.51786053]"
800,"[-0.30938187 -0.15689416  1.2078251  -1.1009835  -1.3623409  -0.37607908
  0.02425918  1.4486761  -0.6665039   1.2914232  -0.7814186  -1.3722993
  1.5635393   1.5705342  -0.51801896 -0.3983632  -0.31801403  0.90613294
 -0.19742437 -0.454668  ]"
801,"[-0.3315189  -0.16733637  1.2182555  -1.0153204  -1.1569331  -0.8428415
  0.0953998   1.6276151  -0.57272357  1.1454042  -0.8845787  -1.2037693
  1.3516787   1.5091567  -0.78890836 -0.7017692  -0.20241544  1.2092344
 -0.09881238 -0.18981627]"
802,"[-0.1817799  -0.14716463  0.8766891  -1.2106614  -1.4849046   0.15749268
  0.11951435  1.0226619  -0.8131504   1.6613048   1.1083051   1.9549224
 -0.90821207 -0.71683633  0.7236616   0.4751091  -0.38791978 -0.86744696
 -0.643417   -0.73816574]"
803,"[-0.12680665 -0.1670078   0.8940132  -1.0953755  -1.391861    0.43970752
  0.16350493  0.7700649  -1.1704587   1.6842191   1.296621    1.7978109
 -1.0042409  -0.7460833   0.68658507  0.51038    -0.3365362  -0.92330104
 -0.6799843  -0.60125136]"
804,"[-0.2034922   0.19556595 -0.9226976   0.12327112  2.5481055  -0.29445374
  0.14138985 -0.95907813  0.09608319 -0.7246936   0.9496174   1.9648792
 -0.9217541  -0.6243906   0.76941377  0.6316573  -0.45156586 -0.8609314
 -0.7452296  -0.7116966 ]"
805,"[-0.27150103 -0.16998318  1.1673571  -1.0698553  -1.2918388  -0.33527797
  0.1074908   1.3118008  -0.8911865   1.4429942   1.046539    1.8438922
 -0.9113972  -0.7813774   0.79650176  0.71314347 -0.48658705 -0.9029087
 -0.6714689  -0.6463371 ]"
806,"[-0.24841312 -0.17274377  1.0736918  -1.1177944  -1.268896   -0.37825406
  0.16945143  1.3050498  -0.8679879   1.5058974   1.183883    1.8656526
 -0.9796419  -0.70476764  0.679332    0.55760735 -0.3261478  -0.94262767
 -0.71762365 -0.6156663 ]"
807,"[-0.14539428 -0.09837167  0.62059015 -1.4458084  -1.6804602   0.141196
  0.04606859  1.1217703  -0.10196379  1.5423746  -0.8768175  -1.186069
  1.3445017   1.5281819  -0.77258486 -0.6758918  -0.21451719  1.2266132
 -0.12599365 -0.24742265]"
808,"[-0.5940122  -0.01524925  1.0897651  -0.88868546 -1.1962081  -1.0343547
 -0.46240807  1.6111695   1.097873    0.39210972  0.91275823  1.9538839
 -0.88951665 -0.77572995  0.7600928   0.7015941  -0.46540543 -0.9151217
 -0.7109716  -0.57158273]"
809,"[-0.13185628 -0.15464942  0.83946997 -1.0376071  -1.4262369   0.672241
  0.09534705  0.6379305  -1.1873816   1.6927431   1.0603966   1.8252257
 -0.9861744  -0.88772583  0.741123    0.7085618  -0.55888945 -0.9466459
 -0.66076016 -0.29511163]"
810,"[-0.25902134 -0.16901673  1.0338495  -1.1255662  -1.2626818  -0.4462849
  0.17578526  1.2553403  -0.7949781   1.5925736   1.0641614   1.913765
 -0.9051427  -0.7279685   0.7552338   0.60174006 -0.4510095  -0.8920065
 -0.6553499  -0.70342374]"
811,"[-0.45844623  0.2587386  -1.3826023  -0.6759828   1.9413172   0.08762463
  0.36415157 -1.3199937   0.5750312   0.6101621  -1.0663855  -1.0142016
  1.3503634   1.1687362  -1.0178163  -0.9424797  -0.16523057  1.1897342
 -0.02899334  0.52627325]"
812,"[-0.11747503 -0.17187798  0.7875851  -1.2006526  -1.3276179  -0.17766865
  0.28533557  1.0562036  -0.89517766  1.7613457   0.9729167   1.892569
 -0.89370626 -0.76629275  0.7589932   0.7556995  -0.49920648 -0.90428686
 -0.7072066  -0.60947895]"
813,"[-0.24062167 -0.17142324  1.048175   -1.133509   -1.27233    -0.42171237
  0.17905529  1.3610663  -0.8223656   1.473665   -0.9345859  -1.0616693
  1.4425116   1.2769376  -0.9118624  -0.8725138  -0.14764301  1.2921526
 -0.02948539 -0.05384184]"
814,"[-0.25409955 -0.17378561  1.0744157  -1.10512    -1.274944   -0.36444128
  0.1614117   1.3156723  -0.87729913  1.4981899   1.1386725   1.8598696
 -0.93093574 -0.7004028   0.7282833   0.61428875 -0.3800872  -0.90460265
 -0.6885629  -0.73652315]"
815,"[-0.19190517 -0.17405471  0.9596515  -1.1322818  -1.3190843  -0.14079027
  0.19838822  1.1396351  -0.9762748   1.6367161   1.1659275   1.8559389
 -0.9282135  -0.7136724   0.713573    0.6066984  -0.4086149  -0.90571517
 -0.7041449  -0.6817765 ]"
816,"[-0.28333497 -0.16428196  1.0619376  -1.0958707  -1.3036958  -0.5405498
  0.11032067  1.3667254  -0.65543336  1.5041842  -0.7355033  -1.2074436
  0.8152078   2.1489189  -0.31362554 -0.36862844 -0.31358334  0.85055345
 -0.0643979  -0.8114979 ]"
817,"[-0.27509788 -0.16991955  1.1535376  -1.0824696  -1.2503452  -0.50226647
  0.12246403  1.4550669  -0.7965814   1.34561     0.97020733  1.9501052
 -0.8729332  -0.69330746  0.7459489   0.6832198  -0.538961   -0.8600036
 -0.7210813  -0.66319513]"
818,"[-0.36748126 -0.14430791  1.2032725  -1.0380448  -1.1871682  -0.92247546
 -0.00255773  1.7746243  -0.23891392  0.9230513   1.1893321   1.7076696
 -0.9865049  -0.87645286  0.76908785  0.72830576 -0.4091316  -0.987795
 -0.6656962  -0.46881455]"
819,"[-0.18159363 -0.17074911  0.9356108  -1.1258917  -1.331734   -0.05072208
  0.19472796  1.0624956  -1.013096    1.6809528   1.2014356   1.800033
 -0.9368535  -0.7105707   0.72440124  0.62651056 -0.3446542  -0.9512042
 -0.69447243 -0.7146247 ]"
820,"[-0.31726736  0.36884394 -1.0363455  -0.33538657  2.1225562  -0.28442854
 -0.15123145 -1.0072681   1.2551588  -0.6146315   1.0828229   1.9381084
 -0.90485847 -0.69010055  0.7157639   0.5679421  -0.42904985 -0.88539726
 -0.69755006 -0.6976806 ]"
821,"[-0.12992154 -0.1549637   0.7765605  -1.1782978  -1.4029324   0.289296
  0.20910002  0.81285554 -1.0087798   1.7870843   1.1066761   1.9120001
 -0.9440133  -0.62176055  0.6784966   0.59122986 -0.3331952  -0.90341634
 -0.7262434  -0.75977355]"
822,"[-0.2214302  -0.15988755  0.8683966  -1.1956534  -1.3170133  -0.36402193
  0.21365021  1.08218    -0.6899875   1.7837673   1.2213724   1.7497957
 -1.008646   -0.84294075  0.7303506   0.63915175 -0.3458543  -0.9772787
 -0.688362   -0.47758764]"
823,"[-0.4956191  -0.21944186  1.1351005  -0.96131444 -1.0778874  -1.0602674
  0.03338838  1.8328719  -0.10158045  0.91475034  0.9944341   1.8881735
 -0.90061724 -0.7685793   0.7808307   0.71623456 -0.5058314  -0.89868945
 -0.7035731  -0.6023816 ]"
824,"[-0.30433246  0.26534232 -1.1770995  -0.5294079   2.3170793  -0.30851746
  0.23692107 -1.173882    0.4884441   0.18545263 -0.9082374  -1.0826025
  1.2966225   1.3841902  -0.89945585 -0.93323576 -0.13383044  1.3053004
  0.02910346 -0.05785443]"
825,"[-0.2389833  -0.17147042  1.0615938  -1.1294225  -1.2977924  -0.33771735
  0.15767886  1.2956353  -0.8510617   1.5115393   1.1029332   1.8575268
 -0.91995496 -0.72758174  0.8164816   0.56611955 -0.39341933 -0.9144377
 -0.60295135 -0.784717  ]"
826,"[-0.28351012 -0.15470079  1.1303244  -1.0995196  -1.2640014  -0.5942617
  0.10779668  1.3143834  -0.66529435  1.5087831   1.155446    1.8791492
 -0.9356297  -0.7067428   0.76348704  0.5267825  -0.4218647  -0.84584624
 -0.6614864  -0.7532947 ]"
827,"[-0.27402094  0.2902968  -1.0331568  -0.478773    2.4436858  -0.24344452
  0.07742113 -1.0062346   0.5966212  -0.3723952  -0.9658362  -0.95724344
  1.3395998   1.1831793  -0.9975796  -1.0122607  -0.09399779  1.3856951
  0.04239186  0.07605161]"
828,"[-0.27460578 -0.16978763  1.0567887  -1.1031654  -1.2380525  -0.60463524
  0.17547385  1.3585737  -0.71105814  1.5104678   1.108978    1.8738242
 -0.89967567 -0.7128249   0.7167756   0.65247816 -0.43548593 -0.92359567
 -0.74675065 -0.63372374]"
829,"[-0.32301003 -0.16387407  1.1389923  -1.0610591  -1.2017868  -0.70536363
  0.12361623  1.5147253  -0.6521998   1.3299593   1.2941071   1.738137
 -1.0279288  -0.85749     0.7306173   0.55913544 -0.39046204 -0.955508
 -0.59839666 -0.49221167]"
830,"[-0.22393832 -0.1672808   1.0170753  -1.1312615  -1.2728841  -0.4679775
  0.19126979  1.2513859  -0.790459    1.5940702   1.0698876   1.9175254
 -0.88554716 -0.7154406   0.7621923   0.5887836  -0.46593672 -0.86374325
 -0.6839261  -0.7237956 ]"
831,"[-0.79252195 -0.05081433  1.1624832  -0.60530746 -1.6523654  -0.17830981
 -0.8499936   1.2803674   1.0729591   0.6135036   1.0976132   1.9275677
 -0.94214433 -0.6844526   0.70426387  0.57715976 -0.43965364 -0.88001174
 -0.7078516  -0.65249145]"
832,"[ 0.2762376   0.5379004  -1.062474    0.07689396  1.966023   -0.8489447
  0.52294725 -1.209306    0.62671155 -0.88598895 -0.9487583  -1.103373
  1.4237335   1.1677055  -0.96763694 -0.9552109  -0.1425033   1.2475814
  0.02178633  0.2566759 ]"
833,"[-0.2499191  -0.16575669  1.0891285  -1.1251587  -1.354926   -0.21443385
  0.10825218  1.2964112  -0.85233754  1.46874     1.0731072   1.8721405
 -0.9021464  -0.76140624  0.7521397   0.67170715 -0.4564603  -0.90732604
 -0.69606954 -0.6456853 ]"
834,"[-0.23172337 -0.1669584   0.86064833 -1.1390972  -1.3479371  -0.26396567
  0.17416191  1.1084341  -0.7672428   1.7736796  -0.95325726 -1.0798599
  1.424663    1.3629351  -0.884604   -0.8029076  -0.16516268  1.2533331
 -0.06017014 -0.09496981]"
835,"[-0.00286949  0.37588766 -0.88069063 -0.5600763   0.19725597 -0.37046927
  0.06780852 -0.8698313   2.5618079  -0.5188231   1.0217954   1.6685954
 -0.9652795  -0.88770705  1.0048051   0.7784197  -0.63282126 -0.94085044
 -0.5598351  -0.48712078]"
836,"[-0.19765761 -0.143891    0.69495285 -0.86871755 -1.4802561   1.1099228
 -0.07438089  0.26688722 -1.0610038   1.7541438   1.0035267   1.9316126
 -0.89935344 -0.77026474  0.7533135   0.6566546  -0.5084755  -0.87698394
 -0.6700152  -0.6200139 ]"
837,"[-0.32020918 -0.162386    1.2101022  -1.0604224  -1.2429453  -0.5409797
  0.07817825  1.5507947  -0.7344832   1.2223507   1.0249999   1.9382302
 -0.86877745 -0.68541694  0.7469596   0.6306438  -0.50680995 -0.88234
 -0.7151787  -0.68231034]"
838,"[-1.9464427e-01 -1.7491829e-01  9.6056956e-01 -1.1071241e+00
 -1.3451625e+00  1.3543451e-03  1.7908566e-01  1.0294044e+00
 -1.0288495e+00  1.6802858e+00  1.0505693e+00  1.9208859e+00
 -9.0896124e-01 -6.5711993e-01  7.2697675e-01  6.2158149e-01
 -4.0277180e-01 -9.1564286e-01 -7.5411409e-01 -6.8140352e-01]"
