,embeddings
1506,"[-0.33179462 -0.2736062   1.3411214  -0.79520696 -1.1974994  -0.47612953
 -0.0401748   1.5243884  -0.96344584  1.2123471   1.4386716   1.686001
 -1.0296055  -0.6600564   0.72932726  0.40891153 -0.2625856  -0.8991106
 -0.6079397  -0.80361336]"
1507,"[-0.23383339 -0.28760722  1.152404   -0.86256206 -1.3115456   0.02850146
  0.02535047  1.1372869  -1.1866366   1.5386425   1.2385596   1.8244275
 -0.98037636 -0.69475394  0.70860076  0.54418355 -0.38551873 -0.93106127
 -0.7026122  -0.62144893]"
1508,"[-0.2411642  -0.28010932  1.1487567  -0.89586437 -1.2137583  -0.37375093
  0.07795423  1.386943   -1.0539314   1.444924    0.95389533  1.9350854
 -0.91888493 -0.7715777   0.7588509   0.685201   -0.5511404  -0.9136612
 -0.7080231  -0.4697461 ]"
1509,"[-0.23581363 -0.2826606   1.1693963  -0.92369497 -1.2275105  -0.42115343
  0.0690672   1.4492489  -0.97600037  1.3791203   1.06121     1.8867143
 -0.91809744 -0.75511026  0.74249315  0.668151   -0.49155927 -0.91020054
 -0.7104086  -0.5731926 ]"
1510,"[-0.2227585  -0.2816006   1.1765689  -0.8906103  -1.2596976  -0.21793719
  0.04862286  1.3192925  -1.1131473   1.441267    1.2653903   1.6778786
 -1.0385313  -0.82338744  0.8233469   0.62760675 -0.4304291  -0.95530325
 -0.5764081  -0.5701634 ]"
1511,"[-0.12445673 -0.28801388  0.94102293 -0.9870695  -1.2657734  -0.14770871
  0.17482252  1.0894338  -1.1131006   1.7208446   1.1145287   1.8680967
 -0.9279216  -0.7176886   0.7400691   0.6313738  -0.4488412  -0.9148668
 -0.71094114 -0.6338082 ]"
1512,"[-0.28504938 -0.27295026  1.1741818  -0.89122796 -1.1172968  -0.728009
  0.09104409  1.514135   -0.8513122   1.3664842   1.0217967   1.9346209
 -0.94276565 -0.70092833  0.70056695  0.65979594 -0.429336   -0.9090252
 -0.71998626 -0.614739  ]"
1513,"[-0.24528532 -0.27818874  1.1924951  -0.89173687 -1.1840817  -0.46525237
  0.08058669  1.449339   -1.0249932   1.3671169   1.1820242   1.8369932
 -0.938484   -0.6721173   0.74659675  0.56732535 -0.3677914  -0.92585045
 -0.672753   -0.7559427 ]"
1514,"[-0.25923747 -0.28404245  1.1725621  -0.8694858  -1.276185   -0.20916303
  0.0232675   1.3182733  -1.0801365   1.4641486   1.0153921   1.8838027
 -0.92945516 -0.73094153  0.76551944  0.7109839  -0.52004725 -0.9108557
 -0.6952991  -0.58909947]"
1515,"[-0.02893576  0.06906431 -0.44172066 -0.55456865 -0.37959817 -0.6481524
  0.09028559 -0.37420422  2.7475793  -0.47974962  1.1215359   1.8412946
 -0.95978266 -0.687165    0.7560077   0.6486844  -0.4361177  -0.9170345
 -0.68419474 -0.6832284 ]"
1516,"[-0.24797276 -0.27806666  1.173736   -0.8779223  -1.2094463  -0.39604124
  0.06376046  1.4109043  -1.0509953   1.4120442   1.1401936   1.8913201
 -0.9415906  -0.6985356   0.7318021   0.5446527  -0.39631265 -0.91649395
 -0.7004747  -0.6545611 ]"
1517,"[-0.5398294  -0.3888551   1.4779353  -0.64019156 -0.71252066 -0.8654034
 -0.5097625   1.5168045   1.31251    -0.650687    1.1042986   1.8627927
 -0.92843604 -0.71538186  0.7657613   0.62645185 -0.44011608 -0.91856503
 -0.6766602  -0.6801459 ]"
1518,"[-0.1846437  -0.27834558  1.0070227  -1.0339513  -1.2003628  -0.67273986
  0.17647457  1.4783239  -0.75143296  1.4596553   0.7953461   1.954102
 -0.9848101  -0.8128828   0.8102266   0.68651026 -0.7667997  -0.88748366
 -0.6201786  -0.17403002]"
1519,"[-0.21316971 -0.26189885  0.57469785 -1.1355063  -1.3666658  -0.13275588
  0.08875084  0.68524617 -0.41402808  2.1753292  -0.9859959  -0.91269714
  1.4977949   1.1320454  -0.99346364 -0.9753731  -0.11696995  1.310159
  0.00868524  0.0358149 ]"
1520,"[-0.19743523  0.394618   -0.78359216 -0.3913024   0.31711304 -0.27025852
 -0.19478813 -0.84598273  2.5931838  -0.6215556   1.0408853   1.9197388
 -0.93457305 -0.68546736  0.7743459   0.5989374  -0.46702206 -0.8867724
 -0.68891376 -0.67115915]"
1521,"[-0.13295858  0.29757285 -0.8542401  -0.45827907  0.31987163 -0.44860837
  0.05211264 -0.86193776  2.5807858  -0.4943191   1.1420995   1.8293769
 -0.9326125  -0.6898403   0.78745335  0.6001086  -0.39424825 -0.92127806
 -0.64256424 -0.7784957 ]"
1522,"[-0.20722136 -0.28724372  1.0826765  -0.8895085  -1.3173115   0.06035838
  0.05824055  1.0868218  -1.190233    1.6034197   1.5085565   0.45608678
 -1.0298141  -0.27193117  1.2623632   1.1157272  -0.37458503 -0.9052214
 -0.75262535 -1.0085564 ]"
1523,"[-0.2900081  -0.27514818  1.1885918  -0.87396693 -1.1428078  -0.6644004
  0.06907065  1.492357   -0.8834621   1.3797743   1.2557715   1.6416053
 -1.1097168  -0.8986272   0.8125538   0.62600195 -0.30191064 -1.0165871
 -0.54524183 -0.4638506 ]"
1524,"[-0.25156072 -0.27059597  1.1137074  -0.9295128  -1.0975095  -0.83754075
  0.1309744   1.5627583  -0.7653492   1.3446293   1.0136969   1.592857
 -0.89886504 -0.7647323   1.000426    0.8985302  -0.3827189  -1.0379294
 -0.7260264  -0.69523835]"
1525,"[-0.33134657 -0.30024362  1.0904154  -0.9103802  -1.0794027  -0.9467039
  0.09199077  1.6067322  -0.56642866  1.3453679  -0.89659005 -1.1370412
  1.3463863   1.5269173  -0.83030975 -0.82120717 -0.1830098   1.1570561
 -0.0110679  -0.15113382]"
1526,"[-0.0675465  -0.245197    0.6597376  -0.97485554 -1.3486774   0.5487344
  0.1135321   0.4452706  -1.1212853   1.9902871  -1.017735   -0.8321244
  1.4096296   1.0707701  -1.0519141  -1.064513   -0.08826383  1.3647443
  0.04891136  0.1604945 ]"
1527,"[-0.49186078 -0.26031315  1.4737742  -0.6182301  -1.0782735  -0.9349521
 -0.30604747  1.9362576  -0.18989246  0.46953773  1.162415    1.8391838
 -0.9585245  -0.73812675  0.7331933   0.6181046  -0.45480993 -0.93032354
 -0.67264134 -0.59847134]"
1528,"[-0.40497404 -0.29156166  1.3487717  -0.76093    -1.4758418  -0.26831305
 -0.32271764  1.3906412  -0.54471505  1.3296402  -0.91474426 -1.1095896
  1.4498606   1.4727726  -0.8162892  -0.7184776  -0.21510413  1.1736965
 -0.1246911  -0.19743378]"
1529,"[-0.23211852 -0.28357396  1.1188548  -0.91201025 -1.2283528  -0.3722916
  0.08926197  1.351783   -1.02864     1.4970874   1.0546739   1.9379483
 -0.9455133  -0.7442076   0.71775264  0.5980598  -0.5038168  -0.89344484
 -0.69223297 -0.52921873]"
1530,"[-0.47106034 -0.30798945  1.1530796  -0.8545157  -1.0506185  -0.94338924
 -0.04037355  1.8516003  -0.36824468  1.0315111   1.1762917   1.8325838
 -0.97748375 -0.78054166  0.7688699   0.575373   -0.49754634 -0.89391136
 -0.5972703  -0.6063642 ]"
1531,"[-0.44103083 -0.31630906  1.1629637  -0.8696287  -1.0547422  -0.9634755
 -0.03187643  1.905442   -0.3035277   0.91218495 -0.7713137  -1.2413033
  1.5356952   1.460793   -0.7081569  -0.6592293  -0.24730287  1.1146642
 -0.15472691 -0.3291196 ]"
1532,"[-0.341224   -0.27288705  1.2612855  -0.82583255 -1.1022221  -0.84445906
 -0.00552449  1.672989   -0.69423896  1.1521128   1.1195736   1.8814988
 -0.9210056  -0.71622944  0.77888954  0.5718423  -0.5100276  -0.8797019
 -0.6609513  -0.6638882 ]"
1533,"[-3.91496003e-01 -2.64989495e-01  1.32696474e+00 -7.72596478e-01
 -1.13232911e+00 -6.89913392e-01 -6.32462725e-02  1.65024114e+00
 -7.99929738e-01  1.13729393e+00 -9.78323817e-01 -9.31903005e-01
  1.46412027e+00  1.19169641e+00 -9.76601720e-01 -9.60816026e-01
 -1.21430516e-01  1.31109953e+00  2.13956181e-03  1.92870320e-05]"
1534,"[-0.2078941  -0.28460935  1.1282134  -0.9182314  -1.2567576  -0.22907248
  0.08491617  1.3173417  -1.1050212   1.4711142   1.0528163   1.9008347
 -0.9242715  -0.78307354  0.69893575  0.6703587  -0.41730288 -0.95204407
 -0.71236515 -0.53388906]"
1535,"[-0.3716621  -0.2641839   1.2061757  -0.8744213  -1.0598637  -0.8871305
  0.02799121  1.7198665  -0.6363458   1.1395743   0.9887748   1.9359531
 -0.9805849  -0.77342755  0.72442436  0.6275679  -0.3476393  -0.9660637
 -0.67887163 -0.5301334 ]"
1536,"[ 0.11773444  0.06254087  0.1942452  -0.6975705  -1.9399277   1.7933375
 -0.7066844   0.03270669  0.9743687   0.16925031 -0.84223074 -1.4128792
  1.2653195   1.8106796  -0.4858441  -0.4633279  -0.36039177  0.83509225
  0.02280685 -0.36922464]"
1537,"[ 0.10283399  0.23876335 -0.5687903  -0.38591945 -0.54968375  0.2440442
 -0.51304406 -0.41156378  2.6489124  -0.805553    1.0976744   1.9281441
 -0.8923172  -0.6801306   0.7347683   0.562258   -0.5181851  -0.8795907
 -0.623595   -0.7290263 ]"
1538,"[ 0.09056848 -0.12579006  0.4005873  -0.9313323  -1.3261149   1.1571589
  0.11514426  0.06528804 -1.2523427   1.8068327   1.1735233   1.855797
 -0.9694917  -0.74679524  0.70022017  0.5615665  -0.3559857  -0.99214077
 -0.6911939  -0.53549933]"
1539,"[ 0.08912388 -0.11791981  0.2862211  -1.0418061  -1.402026    0.94102126
  0.12553059  0.09960022 -0.9753919   1.9956461   1.250531    1.7908924
 -0.9607044  -0.6909025   0.72330016  0.54687995 -0.3065018  -0.9943866
 -0.67882836 -0.68028   ]"
1540,"[-0.00802478 -0.13184121  0.6794479  -1.1628414  -1.2870737  -0.21836609
  0.30851802  0.8823149  -0.97172654  1.9095931   1.0803463   1.955451
 -1.0519509  -0.6302379   0.6261299   0.46278298 -0.12679252 -1.019112
 -0.6917868  -0.6048313 ]"
1541,"[-0.04204649 -0.12373418  0.7571778  -1.164644   -1.292936   -0.45861903
  0.26999173  0.967403   -0.7925608   1.8799675   1.1067078   1.861016
 -0.8992757  -0.6797705   0.78743273  0.62819165 -0.5480277  -0.8865631
 -0.6534342  -0.71627706]"
1542,"[ 0.00880134 -0.12124199  0.6782753  -1.0642959  -1.3800619   0.45987174
  0.15288782  0.5050961  -1.154036    1.9147038  -0.95210207 -1.2079134
  0.8547989   1.9727     -0.455434   -0.4197424  -0.33992574  1.0931157
  0.0182681  -0.56376505]"
1543,"[ 0.09465761 -0.13471214  0.44468796 -1.1428314  -1.3035668   0.5135991
  0.29038584  0.44889313 -1.1722428   1.9611294   1.0660865   1.9780631
 -1.0179056  -0.63855046  0.72114056  0.44059786 -0.33916    -0.9178781
 -0.6446784  -0.647716  ]"
1544,"[-0.1623481   0.28562775 -0.7503197  -0.21301036  1.6161616  -0.62110066
  0.14643824 -0.7154076   1.7345641  -1.320605    1.0389073   1.9227608
 -0.94449085 -0.79994154  0.66679496  0.65796125 -0.4576644  -0.9670274
 -0.70929205 -0.40800804]"
1545,"[-7.8689387e-05 -1.3088067e-01  7.2372127e-01 -1.1532505e+00
 -1.2839544e+00 -2.1760163e-01  2.8837761e-01  8.4084409e-01
 -9.8409981e-01  1.9169217e+00  1.1899117e+00  1.8618242e+00
 -1.0009464e+00 -7.6700526e-01  6.5918332e-01  5.6510168e-01
 -3.7585941e-01 -9.6784830e-01 -6.7651951e-01 -4.8784113e-01]"
1546,"[-0.28326613  0.10359842 -0.915088   -0.47513434  2.546849   -0.3629645
 -0.03113612 -0.87769705  0.60179836 -0.30695942  0.7001849   1.3172406
 -0.73764974 -0.7732354   1.1520065   1.4014881  -0.75522566 -0.7559272
 -0.77438354 -0.77449906]"
1547,"[ 0.06829596 -0.1285645   0.3740829  -1.1539214  -1.2831092   0.27063543
  0.28404173  0.381947   -0.9650939   2.151686    1.1233768   1.9050206
 -1.0692881  -0.6841384   0.68166035  0.48952568 -0.23011823 -0.9962024
 -0.65366787 -0.5661684 ]"
1548,"[ 0.06662718 -0.14291506  0.44841233 -1.1713595  -1.2816293   0.17949869
  0.3273807   0.5469487  -1.0346189   2.0616546   1.0648466   1.8947703
 -0.9543833  -0.74482864  0.75723094  0.6117511  -0.501578   -0.95287013
 -0.667809   -0.5071308 ]"
1549,"[-0.03547528 -0.06891511  1.2786772  -1.1760775  -1.6041814  -0.16183582
 -0.02735746  1.5537312  -0.56201774  0.8034533   1.238342    1.8051451
 -1.0151998  -0.7292587   0.72661054  0.5328833  -0.38642532 -0.98743314
 -0.6536491  -0.53101546]"
1550,"[-0.41222093  0.34124222 -0.972695   -0.49095038  0.9639503   0.72544265
 -0.43196252 -0.9660109   2.0670166  -0.823812   -0.94698775 -1.2167046
  1.2782917   1.6606352  -0.6657418  -0.5266032  -0.25984615  1.1525522
 -0.20960887 -0.26598692]"
1551,"[ 0.05248351 -0.10488041  0.6993852  -1.1766071  -1.6028903   0.6586467
  0.07486617  0.7040054  -0.9499823   1.6449722   1.102134    1.929823
 -1.0614549  -0.6174441   0.67893106  0.50442207 -0.28449008 -0.9606866
 -0.6573202  -0.63391423]"
1552,"[-0.20004436 -0.16748777  0.8228287  -1.0839602  -1.2121439  -1.1306393
  0.25441787  1.4117973  -0.19075836  1.49599     1.3831002   1.6345537
 -1.0688953  -0.7837946   0.6990516   0.5506198  -0.14965512 -1.0539782
 -0.60309553 -0.60790724]"
1553,"[ 0.16229203  0.09982055 -0.26082325 -0.58426154 -0.07486104 -0.96496016
  0.50275534 -0.4589532   2.50815    -0.929159    1.2038121   1.8604983
 -1.0077871  -0.6226286   0.6971109   0.508093   -0.31710464 -0.94428074
 -0.670265   -0.70744824]"
1554,"[ 0.02447308 -0.11968836  0.7449872  -1.2255552  -1.3737247  -0.44444248
  0.28132614  1.0659468  -0.71768475  1.7643629   1.1868937   1.8464386
 -0.97914064 -0.71532947  0.70156807  0.58166057 -0.38221753 -0.9476229
 -0.67754656 -0.6147034 ]"
1555,"[-0.02501622 -0.13120265  0.7598178  -1.150963   -1.2786701  -0.27511042
  0.2998316   0.9566886  -0.993243    1.8378668   1.0823662   1.886599
 -0.9434635  -0.76644737  0.7026431   0.62915295 -0.39981654 -1.0074575
 -0.7077003  -0.47587615]"
1556,"[-0.08847516 -0.11039515  0.7624068  -1.1439703  -1.3420494  -0.28754118
  0.16693448  0.8617457  -0.7764446   1.9577887   1.230419    1.8236939
 -1.0413747  -0.7573481   0.73178613  0.4736992  -0.31260228 -0.98215014
 -0.5850677  -0.581056  ]"
1557,"[-1.7323699e-03 -1.2703641e-01  6.3449985e-01 -1.1744025e+00
 -1.2888035e+00 -1.1378489e-01  2.9451782e-01  7.4947184e-01
 -9.6149105e-01  1.9887617e+00  1.2293309e+00  1.8063515e+00
 -9.6086305e-01 -6.6620660e-01  7.4019516e-01  5.4280370e-01
 -3.4422472e-01 -9.8318464e-01 -6.6537368e-01 -6.9882852e-01]"
1558,"[-0.06843544 -0.11870325  0.82282037 -1.1182847  -1.2400792  -0.7448187
  0.29180056  1.1066685  -0.7064111   1.7754443   1.309133    1.6959096
 -1.0812922  -0.7804407   0.7363237   0.5252017  -0.23884141 -1.0587734
 -0.66028017 -0.4469406 ]"
1559,"[ 0.12937595 -0.12951     0.24252677 -1.0451034  -1.2558403   0.9055003
  0.24064963  0.05839606 -1.1529309   2.0069358   1.0865592   1.9846013
 -1.0279323  -0.58549464  0.69739157  0.35420233 -0.1894837  -0.9341337
 -0.67192554 -0.71378535]"
1560,"[-0.06930006 -0.12145631  0.86218846 -1.1458317  -1.2784046  -0.54024345
  0.25970632  1.078095   -0.8092298   1.764476    1.0512968   1.9654137
 -1.072651   -0.57872367  0.6770238   0.44531927 -0.16838574 -0.9780186
 -0.6188195  -0.7224549 ]"
1561,"[ 3.20523432e-05 -1.15886979e-01  6.71147883e-01 -1.18975484e+00
 -1.40565872e+00  1.07281506e-01  1.98210746e-01  6.91731155e-01
 -9.05372441e-01  1.94826841e+00  1.15789759e+00  1.86140680e+00
 -9.84903991e-01 -7.57809162e-01  6.92640662e-01  5.68939865e-01
 -3.29431385e-01 -1.00096416e+00 -6.62483931e-01 -5.45293033e-01]"
1562,"[-0.39926735  0.0904007   1.0713903  -0.60045326 -1.2094339  -0.3164
 -0.62551016  1.4913762   1.478123   -0.98022443 -0.9218813  -1.0739342
  1.512878    1.2819011  -0.8699482  -0.79524666 -0.18740447  1.2709705
 -0.08221477 -0.13511994]"
1563,"[ 0.03122663 -0.09277748  0.46015137 -0.9283961  -1.5658756   1.3931377
 -0.10373367  0.09149715 -0.91724795  1.6320181  -0.8660075  -1.2034727
  1.4480952   1.3935293  -0.7873248  -0.7064231  -0.22142674  1.2426982
 -0.09674495 -0.20292293]"
1564,"[ 0.0166082  -0.13085653  0.70735055 -1.1611031  -1.3016727   0.13005805
  0.27492562  0.7413434  -1.1443207   1.8676682   1.0290269   1.87636
 -0.9882062  -0.85588294  0.72253     0.66145927 -0.42557687 -1.0030754
 -0.6626894  -0.35394606]"
1565,"[-0.00879303 -0.13205725  0.73147357 -1.17469    -1.3060079  -0.20105633
  0.28657565  0.87133545 -0.9554756   1.8886951   1.1437002   1.8527981
 -1.0307522  -0.7546148   0.6811988   0.5772318  -0.2528584  -1.0270269
 -0.6371438  -0.55253285]"
1566,"[-0.03694151 -0.11186501  0.8126137  -1.2097886  -1.3358154  -0.23210743
  0.24873382  0.936333   -0.8872394   1.8160765   1.1466857   1.8138303
 -1.0322989  -0.85060006  0.8015837   0.5507366  -0.4387233  -0.9747238
 -0.4866663  -0.52982426]"
1567,"[ 0.03115979 -0.12885337  0.64929485 -1.1865553  -1.3123268  -0.1543184
  0.28990698  0.77267385 -0.9272223   1.9662403   1.2318096   1.8435295
 -1.0023993  -0.7348244   0.67089194  0.4891724  -0.25267783 -1.0044789
 -0.6796453  -0.5613773 ]"
1568,"[-0.00722068 -0.12294204  0.5624789  -1.1828115  -1.3943774   0.14944953
  0.2111632   0.62338036 -0.8679682   2.0288477  -0.9649052  -1.0768502
  1.5167466   1.2718621  -0.89131725 -0.8034277  -0.17584637  1.2306569
 -0.04630274 -0.06061616]"
1569,"[-0.35632366  0.2564219  -1.0599985  -0.5849935   2.2937756  -0.29002824
  0.2369967  -1.0237297   0.8773021  -0.34942275  1.1258801   1.850448
 -0.958444   -0.77041113  0.73019636  0.63729876 -0.48636046 -0.96212256
 -0.6674491  -0.499036  ]"
1570,"[-0.08826665  0.161808   -0.12271069  0.01690029 -1.0874417   0.9265612
 -1.0048703  -0.18287729  2.2577698  -0.8768725   1.1203399   1.8892443
 -0.96779895 -0.7742452   0.7162431   0.5477742  -0.35536954 -0.98633635
 -0.69347334 -0.49637842]"
1571,"[-0.01773583 -0.13430823  0.649301   -1.1666028  -1.2744042  -0.26324344
  0.3214882   0.82835644 -0.91319144  1.9703406  -0.94372994 -1.0305846
  1.4511763   1.2114217  -0.9345604  -0.901329   -0.1396176   1.3294501
 -0.01125452 -0.03097231]"
1572,"[-0.3914686   0.3675196  -0.9669126  -0.40887463  1.1803719   0.23539196
 -0.36899632 -0.95389915  2.1130338  -0.8061659   1.118324    1.7370301
 -1.068627   -0.9381385   0.7967842   0.64627373 -0.58633155 -0.996352
 -0.54110694 -0.16785665]"
1573,"[ 0.01886308 -0.13224706  0.6726574  -1.1139163  -1.3374422   0.3594864
  0.23293789  0.65070856 -1.2056614   1.8546145  -0.8197715  -1.2058175
  1.3428823   1.565884   -0.7005823  -0.6464726  -0.25686932  1.2151134
 -0.09680203 -0.39756453]"
1574,"[ 0.05763471 -0.13730562  0.5393042  -1.1736209  -1.278349   -0.12422793
  0.36405295  0.72515965 -0.98196226  2.0093136  -0.8766322  -1.1416112
  1.5626267   1.2050815  -0.86580664 -0.8253771  -0.1771751   1.2499222
 -0.04242518 -0.08860292]"
1575,"[-0.02958164 -0.13031855  0.739486   -1.106871   -1.2238963  -0.8063926
  0.35037723  1.0941738  -0.69300056  1.8060226   1.2100734   1.8768405
 -0.9972554  -0.778968    0.7298558   0.43452957 -0.39777884 -0.9412164
 -0.589497   -0.546584  ]"
1576,"[-0.26591706 -0.1104506   1.1807188  -1.0280484  -1.1793034  -1.0620546
  0.09589587  1.6077071  -0.3485092   1.1099616   0.9128529   2.015891
 -0.93067366 -0.79493535  0.7309595   0.57752556 -0.5720665  -0.9152001
 -0.6662372  -0.35811523]"
1577,"[-0.04899017 -0.1273628   0.818684   -1.088072   -1.2055707  -0.95110154
  0.34517667  1.2689018  -0.6353403   1.6236758   1.4200035   1.6612273
 -1.0872381  -0.7447565   0.682825    0.48198625 -0.22119269 -1.0265955
 -0.5297517  -0.6365078 ]"
1578,"[-0.4874922  -0.42733988  0.03845827  2.7700346  -0.23307583 -0.52341074
 -0.44153255  0.14779957 -0.46854627 -0.37489507  1.2519165   1.646815
 -1.0736972  -0.9668704   0.8012629   0.59752566 -0.38468945 -1.045865
 -0.5724086  -0.2539891 ]"
1579,"[-0.36230293  0.2851112  -0.9000807  -0.30445495  2.1780467  -0.28599477
 -0.1466259  -0.86644465  1.2515165  -0.84877044  0.8875279   1.970218
 -0.9376155  -0.8175356   0.80616546  0.6159814  -0.62869287 -0.9205171
 -0.6205721  -0.35496   ]"
1580,"[-0.02752448 -0.12445824  0.72221714 -1.1669915  -1.3049835  -0.5383116
  0.2983493   1.0567672  -0.7446234   1.8295603   1.3852841   1.7046818
 -1.0196164  -0.7077846   0.68258417  0.52605283 -0.3198674  -1.002137
 -0.57471275 -0.6744849 ]"
1581,"[-0.54280525 -0.61665416  0.6952923   2.2511878  -0.6052108  -0.57396835
 -0.6500514   1.0601796  -0.5909126  -0.42705712 -0.95923746 -0.85875225
  1.4328077   1.0408196  -1.0198077  -1.0556014  -0.08358845  1.4288821
  0.05133319  0.02314476]"
1582,"[ 0.24132048  0.05786569 -0.11798453 -0.68294966 -0.22327957 -1.2654631
  0.5846688  -0.31159115  2.4228585  -0.7054458   1.2102972   1.7704265
 -0.96619564 -0.72695136  0.8028407   0.58784723 -0.39734456 -0.95084375
 -0.63245237 -0.69762355]"
1583,"[ 0.00998735 -0.12988846  0.73454356 -1.1660111  -1.2915593  -0.18772715
  0.29642022  0.8782479  -1.0133585   1.8693438   1.4061917   1.6979893
 -1.0123823  -0.7166121   0.7027025   0.44357163 -0.22034311 -1.0186805
 -0.6105915  -0.6718454 ]"
1584,"[ 0.1626801  -0.15141958  0.0934378  -1.2139401  -1.306307    0.05671069
  0.43092096  0.34731686 -0.6593722   2.2399728   1.1476295   1.8293692
 -0.9456613  -0.7113207   0.77778643  0.59397954 -0.3967797  -0.9716881
 -0.6377339  -0.6855825 ]"
1585,"[-0.37448838  0.2579719  -0.87478346 -0.2841304   2.3582     -0.2406294
 -0.13304709 -0.83680874  0.95887625 -0.8311609   1.1746418   1.833875
 -0.9580514  -0.70417523  0.7734645   0.55250055 -0.40604052 -0.95901763
 -0.63209033 -0.6751059 ]"
1586,"[-0.04326481 -0.12429598  0.8523329  -1.1195645  -1.2510272  -0.6512923
  0.29643157  1.1345136  -0.8173448   1.7235101  -0.8583361  -1.2183516
  1.3421556   1.6214653  -0.6912781  -0.6022104  -0.25482717  1.1482449
 -0.18910295 -0.29775938]"
